gene,HP22068_G11,HP22068_G2,HP22095_G11,HP22095_G2,HP22182_G11,HP22182_G2
PAQR7,71.42627183,113.945264,140.4168877,90.17903296,48.78947484,76.88186784
STMN1,2549.978765,3885.077584,4911.004098,4465.122747,4387.246069,3190.40367
PAFAH2,180.5458941,256.3182702,373.088599,241.1792289,424.1115431,333.7672331
EXTL1,4,3.616596143,1.226573397,7,12,10
SLC30A2,27,30.68400279,43.278614,39.60573499,23.87090982,32.73680109
PDIK1L,175.7382323,301.311247,551.8385539,479.0333427,621.9215147,527.8309915
FAM110D,8,18.98644521,75.5138926,69.06293802,118.4966592,23.65922031
AL391650.1,2.926229097,11,13,7.69371723,15.95045189,6.956323953
ZNF593,1265.197182,2017.211057,3021.298211,2733.306538,3049.443213,1796.974013
CNKSR1,168.3871564,228.4720883,371.4737198,156.086222,300.9644259,280.0180477
CEP85,63.29451146,98.21757507,245.3804594,98.42671183,236.5968725,178.4595436
SH3BGRL3,7504.669997,10670.01935,12389.10129,11531.28913,18106.41088,11897.21247
UBXN11,65.99529952,162.6520924,206.7447672,128.2587358,287.0815779,226.0932707
CD52,202.435081,138.5139536,192.4787465,140.9528335,493.708583,290.0751699
CRYBG2,14,24.14931202,13.47949782,21.75266043,10.57878351,36.03260008
LIN28A,5,5,4,3,1,2
DHDDS,342.4224652,583.9732183,1307.069559,698.360867,1210.763172,777.0895727
AL513365.2,4,3,105,1.64357154,2,3
HMGN2,6082.847497,10633.97472,16391.62238,15686.96242,18006.538,12230.93315
RPS6KA1,169.6963727,275.4616076,248.1273577,105.0612878,317.734902,169.4314593
AL512408.1,3,2.123343309,11,7,7,7
ARID1A,1016.04347,1483.195815,3420.447204,1397.242305,2394.276904,1833.36484
PIGV,166.3569975,294.0068149,407.9089672,226.011926,470.1256001,292.3889586
ZDHHC18,120.6557591,169.1729917,234.2325579,166.2743636,240.4240919,159.8404123
SFN,22.62369198,28.56512973,14.98824738,249.4447839,23.50895562,321.5149602
GPN2,267.00524,442.8768356,728.3781326,367.658463,920.3075686,522.090506
GPATCH3,110.0677043,203.9027721,329.9952485,130.6351726,318.5723459,256.3811832
NUDC,4563.045614,7190.010931,9888.047433,8255.617239,15034.21909,9853.409752
NR0B2,375.0737796,663.4403042,775.8537804,848.8811553,835.4868075,831.2444166
KDF1,264.8856926,517.2397617,728.2118866,595.4247741,664.8539474,534.7542067
TRNP1,1278.25436,2490.476213,3969.4368,3181.426079,3857.704982,2258.874311
TENT5B,16.52271204,51.71722197,50.22174497,20.64196582,38.02057265,41.26322993
SLC9A1,158.5492184,193.1891816,241.7228255,157.9674594,372.1474493,304.3400481
WDTC1,206.3107852,290.8764347,646.8188286,266.9556413,451.0082446,365.3582227
TMEM222,448.2057485,728.6101551,898.9489453,727.8035422,1046.529724,621.1569113
SYTL1,561.8168268,840.9279416,1287.782469,781.8142372,1180.482397,677.3286617
MAP3K6,36.21113216,79.67953992,117.479619,63.49384952,141.5798181,91.05056676
FCN3,24,16,109.5551786,66.3005947,177.7553922,30.63071268
CD164L2,10,17,39,32.15050446,19,12.43101611
GPR3,23.29187128,19.88918239,56.8475283,50.84766773,52.2849121,56.63318
WASF2,2040.126745,3569.140001,4277.914373,3229.832914,7122.221674,5504.463505
BX293535.1,34,47.93814602,129.79944,58,115.614993,76.21445127
AHDC1,332.6208718,616.9741604,1067.596032,555.4654254,1012.845216,783.7846774
FGR,4.341038589,2.932316872,7.444175027,1.731024936,2.869505606,10.71778179
IFI6,1243.855551,2278.50325,3796.023419,4424.570742,6359.610278,4410.418611
AL020997.5,3,4,0,6,13,10
FAM76A,387.0684258,598.7463935,900.2540076,615.4534708,1072.816372,914.9321416
STX12,814.6491033,1337.749086,3571.178325,1903.343688,3130.756708,2247.268661
AL020997.2,15.75177381,18,34,42.25089591,34.91758437,32.76958857
AL020997.3,5.385980231,6,15,12,12.5119992,13
AL020997.4,3,0,0,2,5,2
PPP1R8,212.5683826,482.6994077,854.5555469,506.0515509,1052.605233,631.8186204
THEMIS2,149.3150808,250.4795957,244.7039439,237.2807546,193.8378996,171.3914383
RPA2,571.9966083,912.8565831,1578.273155,1005.699938,1992.359757,1210.957896
SMPDL3B,93.77189501,216.4933075,381.916557,162.5924452,376.025915,252.6529174
AL512288.1,3,3,37.69730878,5,7,3
XKR8,91.93554637,135.9042489,227.5494905,189.0760936,315.5327911,217.8396508
EYA3,327.9638984,420.5135837,2294.8672,469.7520896,810.8497829,612.5047795
PTAFR,67.16225712,72.75794576,95.60213361,43.0065416,116.5406494,105.2390011
DNAJC8,3204.92069,4507.865406,6710.114806,4921.964778,11004.72888,7575.389209
ATP5IF1,8086.238752,13431.82837,18999.19716,13732.284,23791.11909,13049.71352
AL353622.1,45.61118547,49,24.72673868,35.74996649,36.59578188,38.04123425
SESN2,380.6532223,610.5022057,1102.382307,592.5572269,1321.004776,900.3981831
MED18,120.674993,242.3634122,317.1401926,322.6042066,773.4132044,481.090533
PHACTR4,791.3082891,927.4054378,3813.698855,1118.429227,2154.298798,1688.965389
RCC1,105.2224123,138.4988192,165.2695304,99.60508313,317.9457452,284.0831222
SNHG3,585.6793332,769.3478381,708.668482,731.4893665,1215.310704,820.4800168
TRNAU1AP,434.2649221,635.354578,992.0800342,576.4725587,1067.698389,826.4110176
SNHG12,349.6210025,554.517559,402.666478,928.4657601,1995.109318,1333.40681
TAF12,437.0718095,758.7805312,1133.863831,703.9457848,1321.988954,865.7114694
RAB42,238.0480634,242.5186353,139.0061712,256.7671448,356.1092488,313.1679468
LINC01715,3.458329383,15,62,1.793070413,53.02857412,36
AL360012.1,8.537477917,17.80758598,12.314878,2.925660385,48,14.92170105
GMEB1,223.7209289,368.2863104,599.365469,263.4598201,632.9293103,546.1438831
YTHDF2,1169.649069,1846.22157,2911.34784,1865.149151,3200.908096,2361.628199
OPRD1,169.4316122,306.7675452,340.2649673,121.3844112,466.6977111,406.863878
AL009181.1,19.01845485,29.30706581,30,5.16556093,20.24897534,20.82180929
EPB41,565.537058,828.3702961,2456.08766,991.8123175,1516.547164,1427.594233
TMEM200B,9.020968124,19,10.49580291,6.920352571,19.18018697,32
SRSF4,1517.205653,1708.58984,4447.317624,2122.384603,3162.191651,2726.08951
MECR,141.9045271,192.5515666,386.7979048,195.071839,427.827124,238.0637496
PTPRU,91.20344161,160.644543,141.2989809,81.77567053,213.1575952,240.6710355
MATN1-AS1,7.884947735,12.60650098,30.12489309,37,38.83955037,33
LAPTM5,445.2003479,413.262371,607.7913009,498.5508636,1272.009035,812.7518371
SDC3,54.85004942,81.74976246,57.58913609,40.25515209,110.3633584,70.07703863
PUM1,1550.213654,2282.713202,6293.516958,2835.317115,4350.619904,3518.340915
NKAIN1,95.57865626,169.9775397,373.5427469,255.9472651,258.9173932,181.3848404
SNRNP40,523.621745,747.6303468,1528.244623,921.8512314,1637.277669,1129.174007
ZCCHC17,812.8543225,1388.113244,2204.995132,1398.244742,3076.575931,2336.160064
FABP3,101.622615,105.6555136,128.2191472,29.68321891,376.333289,381.3203194
SERINC2,699.3798459,1030.89578,653.0655078,670.2136186,2000.534728,2189.335743
LINC01226,3,3,22,1,7.918166093,9.678449275
TINAGL1,375.2149991,618.4669168,725.9826298,759.0267594,911.7045876,1002.160381
PEF1,659.4744176,1125.756217,1570.940652,980.3501766,2186.445347,1428.597242
AC114488.3,3,3,0,0,4,3
COL16A1,136.1390475,134.8150649,97.89089927,94.24382731,224.1212318,205.2183975
ADGRB2,7.910749613,12.58228291,1.917764075,6.104915511,10,18
SPOCD1,14.54042749,20.14737574,35.55636126,37.03452848,135.3907694,115.9204055
AL136115.2,12,9,25.05877038,3,9,9.486975176
PTP4A2,2334.605712,3668.870588,4357.347661,4021.722216,7334.950468,5796.488438
KHDRBS1,2033.355354,3394.777668,6039.283054,5173.503688,9745.933032,6453.62455
AL445248.1,14.97945742,18.19651095,104.9612628,16,22,13.31049353
TMEM39B,178.208966,342.2352543,651.8101898,354.6026621,611.6609199,385.6754138
KPNA6,1107.946499,1479.808714,3278.07917,1437.444061,2541.730472,1852.703339
AL049795.2,3,4,15,14,0,3
TXLNA,968.7907664,1255.554129,2280.34535,1363.811214,2826.619884,2019.90417
CCDC28B,661.9493095,1209.805292,1605.734756,1379.232949,1413.356144,1059.244001
AL049795.1,12,10,0,3.634055803,6.317628575,6.334085845
IQCC,39.85218305,69.82237693,61.50896707,62.68061667,101.2782045,79.15660271
DCDC2B,20.11448699,10.4357518,41.16639298,5,5.177010901,11.48121653
TMEM234,172.7090136,293.4431394,481.2259862,344.8176662,539.0163879,362.9124951
EIF3I,2044.506129,3636.673055,4333.168353,3360.048949,7089.239331,4415.870071
FAM167B,68.51318292,112.3533277,297.8083347,199.8105543,1200.209026,447.2541584
LCK,3,7,11.09502875,8.397881193,18.64554496,14.77694967
HDAC1,1029.089726,1497.194468,2221.530238,1468.863889,3405.837741,2024.486133
MARCKSL1,1164.382504,1745.298715,1858.358313,1745.632725,4037.355404,2431.833914
TSSK3,9,13,43.77456745,16,37,20.68565929
FAM229A,66.67588247,146.7760877,164.8287678,220.6263588,261.1327025,178.2480985
BSDC1,430.5878192,627.3433757,1097.832399,464.1531086,1236.797061,1007.365092
ZBTB8B,20,18.57842537,67,15.15010768,55,50
ZBTB8A,237.8039926,303.1273699,690.4649023,297.8898613,538.461814,455.9749389
ZBTB8OS,1245.853425,2043.105256,3609.55595,2294.063901,4388.742199,2473.467232
RBBP4,1528.311381,1594.841465,3323.690474,2385.71684,4011.657662,3075.606863
SYNC,742.2285978,470.5148708,349.9197318,329.5831392,368.2847055,526.7994225
KIAA1522,322.0909777,321.6749985,484.181401,198.8953031,346.2265648,332.1911005
YARS,502.3068201,759.5378861,1611.352374,1023.618424,1834.197058,1463.409808
S100PBP,381.4455104,393.4172109,1097.03606,395.3630059,600.7185441,467.6174663
FNDC5,70.83778058,114.0947407,211.0520867,185.3248323,239.9537718,157.0988241
HPCA,178.1579214,278.7964435,753.0469108,479.4724709,397.0023679,233.9697271
TMEM54,1772.677541,2675.568176,3648.44119,2791.832543,4074.82702,2434.606513
AL031602.2,5.399819487,5,132.7208819,4,2,2
RNF19B,347.253799,654.6325434,1147.906237,924.9061795,1144.830745,861.5506804
AL020995.1,42.39687005,14.91554696,458.2234363,28.59057021,31.72380942,55.93239352
AK2,2038.593471,3222.119161,4077.997313,2958.788244,5542.880939,3911.376024
AZIN2,173.8180376,214.5875768,649.7034711,175.9069199,250.5897437,179.6824455
TRIM62,21.07648425,54.61489129,234.4544826,53,61.82296486,44.6647173
AL662907.3,11,8.175266635,48.63711081,16,15,18.56315971
ZNF362,98.54927387,175.0896026,476.9597563,172.7531308,277.5720617,187.7872803
AL513327.1,89.04806616,68.24569427,552.2831019,47.28627289,18.2602091,78.28278567
PHC2,817.3148058,1542.723027,3564.630043,1576.278128,2754.923639,2155.184458
ZSCAN20,34.75748059,39.79255561,104.1086109,45.04885959,82.63012542,119.5143794
CSMD2,20.45752577,29.02612621,301.4130865,16.68680861,25,21.8369849
SMIM12,764.7623631,1204.009502,1919.833024,1614.015187,2736.705831,1621.159543
GJB3,2.443080975,18,9,26,4.244279986,47.01029304
GJA4,25,33.9093461,105,136.1324494,103.0019164,53.44753807
DLGAP3,51.65995775,65.56571273,329.5047618,100.3189831,148.9598127,81.45854043
TMEM35B,1062.014415,1729.538538,2283.559786,2123.70077,3044.833333,1789.58259
ZMYM6,305.2869348,380.9411053,934.5826799,387.9638379,730.7290621,704.329334
ZMYM1,228.4177573,281.3312043,642.8681464,391.6246455,618.3919172,518.7926272
AL590434.1,3.688877698,6,0.970321728,0,5,5
SFPQ,2614.666758,3496.270747,6361.121297,3991.861821,11034.39374,6802.522211
ZMYM4,711.3941797,884.4909701,3695.948363,1360.610127,2764.319856,2123.330637
ZMYM4-AS1,8.696278836,8,164.3205073,8,3.356553752,8.187343482
KIAA0319L,403.2409895,551.3446455,2152.901744,587.4260743,1017.428558,656.7483503
NCDN,133.4964382,204.9599439,346.1435773,178.1102164,404.6328272,211.7812859
AC004865.2,5,4.834097639,11.08888922,4.760132463,18,13
TFAP2E,2.088931033,3,13.91024988,3,1.532753822,4.793978942
PSMB2,2862.078548,4607.531485,6539.695279,5122.497661,9507.769481,5095.190252
C1orf216,108.1268098,150.1064524,173.6096704,108.5557231,381.0049551,210.3642853
CLSPN,39.33435645,39.83570243,57.75002106,57.0579806,89.46448237,76
AGO4,187.3056551,238.4922068,863.4134317,153.1264961,388.3908371,350.1681974
AGO1,386.6442426,481.8505751,871.4427974,453.7210642,776.6264721,619.0686245
AL139286.3,37.38388452,32.45387244,22,30,13,19.3860945
AL139286.2,2.182434881,3,2,10,8,13
AGO3,1131.231194,1170.69027,5626.249783,1157.545636,1941.999199,1733.820092
AL138787.2,2,0,271.3080327,0,0,1
TEKT2,20.04157939,59.93698829,43.76640958,45.37029464,99.38485235,49.83979449
ADPRHL2,474.7722638,726.2046883,1410.714528,825.8812423,1415.916443,870.5282012
COL8A2,8,21,24,14.96359153,13,13
TRAPPC3,1409.196124,2377.777352,3335.651812,2735.216283,4438.783865,3000.268927
MAP7D1,626.0250133,806.8044865,1078.80908,728.4219117,1561.221842,1032.306527
THRAP3,1820.950684,2780.913757,4939.032218,2881.768959,5901.796067,4090.781533
SH3D21,62.30835811,107.5828282,109,84.05923666,70.46233989,154.3296053
EVA1B,874.6385213,1460.416917,1492.888174,1537.407294,3493.064548,2456.928924
AL591845.1,2.450134785,5,6,5,4,10
STK40,369.8993302,614.3568309,1434.461578,609.2434502,1115.57451,807.3938176
LSM10,1207.701797,1887.368485,2628.390256,2313.539833,3628.224689,2087.480576
OSCP1,136.1025649,197.1930562,214.7112872,204.2943304,440.515397,280.07846
MRPS15,1590.280364,2495.445895,3908.989779,2908.456553,5642.125836,3333.595788
CSF3R,20,10,20.9474637,14.01184455,10.60851682,11
GRIK3,6.440998268,9,15.35965078,11,4.285747753,12
LINC01137,118.3008882,205.3320756,244.4554738,167.6246806,307.4164035,122.0063558
ZC3H12A,114.2599637,156.9906768,115.5346817,140.1066565,139.3196058,197.9247463
MEAF6,2328.829691,3732.9494,6071.319639,5834.732723,8526.897295,5705.344594
SNIP1,308.7543666,468.2660219,797.7504702,503.3339766,1053.911233,1000.480321
DNALI1,629.9961854,1159.763867,1555.782437,1379.065322,2819.472864,1769.618654
GNL2,402.5056608,704.3216955,1303.519799,935.0783524,1884.97216,1421.585882
C1orf109,179.8179194,218.7080891,396.8486804,258.2178171,753.6317269,412.0562761
CDCA8,40.85288076,34.19956548,89.79315501,97.45126525,58.55756594,91.19865016
EPHA10,23.94531705,16.88121946,46.53385738,30,29.67127821,27.47948564
MANEAL,335.0393203,551.850217,1067.870888,709.0552184,1070.484909,630.9314773
YRDC,443.4933764,798.5355239,1386.293646,1138.704273,1810.866228,1142.918991
C1orf122,3822.878697,5380.944293,10751.81131,8959.347021,12190.18467,6351.988039
MTF1,286.4200281,360.9742924,828.5090096,435.76181,710.2072923,599.6709807
AL929472.2,6,6,0,4,3,5
INPP5B,181.9324542,244.7382375,892.407166,173.1626107,336.6189692,329.3922779
SF3A3,498.841802,905.7798719,1559.664989,863.0929074,2078.658106,1401.687123
FHL3,284.8848435,377.7997626,392.5956477,344.4072325,1036.252168,712.5958281
UTP11,792.0313511,1116.242923,1420.60272,1248.741956,2897.312298,1694.625422
POU3F1,35.91618792,180.623869,109.16167,84.88985047,85,103.2344979
MIR3659HG,4,4,11,3,13,6.324127534
RRAGC,648.4277102,1185.806106,1356.392242,1088.914393,2017.910917,2038.389636
AL139260.1,90.95741097,117.2350209,1242.994363,138.1367958,255.5520038,191.8196644
MYCBP,403.4933439,565.230212,1134.855292,547.6874636,942.7309393,536.9532997
GJA9,44.53230721,65,57.44946696,44.92714148,35.18203077,108.7947312
RHBDL2,64.30250651,65.29416427,283.2512781,52.71660751,44.70987434,117.4671207
AKIRIN1,1093.732981,1617.844448,2950.672355,2404.924285,4123.661171,2868.437053
NDUFS5,9746.825461,16018.88519,23090.63393,19181.84685,32219.70376,18115.27661
MACF1,3796.959349,4653.842409,14223.46935,4599.24297,9525.30993,7754.877649
AL356055.1,5,5,2,3,9,1.357915339
AL442071.2,14,17,104.518943,13,13,16.77317207
BMP8A,138.3139037,192.2285287,236.2565901,231.0584473,272.0794443,283.1572054
PABPC4,875.2068538,1374.33673,1453.795181,1384.6546,2870.46025,2469.887854
PABPC4-AS1,1.740337151,4,14.26163312,1.872949619,13,10
HEYL,282.5344534,304.6672508,545.5019355,378.3213335,686.7523834,450.2780914
HPCAL4,12,8.732578465,13.07951177,18,16,16
PPIE,795.2981501,1195.848731,1424.50039,1143.130153,1875.262397,1236.582256
BMP8B,179.4949531,315.8317694,457.2747366,200.0295436,256.7062113,244.3721196
OXCT2,31.48184017,60.36573228,85,51.00230162,58.1311351,60
AL033527.3,9.061353417,14,8.039414453,7.160161561,21,16.12272593
AL033527.4,52.05413165,51.29096058,200.4173172,154.7706187,106.269737,43.8924946
TRIT1,322.9523005,350.3038308,928.6614045,373.6687861,522.0274069,478.0690363
MYCL,17.17481779,46.32992242,16.80366183,27.6970707,36.61104718,66
MFSD2A,47.14155255,47.39592707,81.23582291,70.3054238,101.1076553,44.72119978
CAP1,2130.997537,3507.734678,5259.037968,4135.484839,8339.507432,5584.939561
PPT1,791.1738128,1319.510573,2549.777835,1731.425473,4003.702021,2457.042968
RLF,478.1888948,545.3399918,3452.972791,911.1560335,1403.762939,1461.251419
TMCO2,2,0,7.338485621,4,0,0
AL050341.2,191.8986588,409.8286371,550.8443422,514.6701796,765.8649361,505.8518087
ZMPSTE24,691.6821216,927.6443976,2184.419674,1339.106824,2860.321855,1773.065262
COL9A2,156.2149968,189.0447178,297.6948704,322.8759987,265.3431147,258.272511
SMAP2,887.5719771,1336.454135,2570.113847,2081.558521,3299.492492,2297.077432
ZFP69B,42.44101885,36.50053395,97,97,193.2556542,160.9417459
AL031985.3,25,24,33,19.57884759,47.63819653,19.01168411
ZFP69,30,38,59.85096343,33,48,31.88106638
AL603839.3,18,11.1929913,215.8922395,35,21,5.579848422
EXO5,30.79519862,81.99463092,62.48607384,28.78239058,139.6028031,102.039972
ZNF684,66.55711978,145.5768672,196.7542219,144.2621736,294.5280349,218.82268
RIMS3,14,6,11.55781852,4.778350232,8.967517456,9.316071284
NFYC-AS1,62,49.8385144,64.60939614,87.63443118,159.1634135,143.3947546
NFYC,364.9764893,424.4573194,1147.820459,451.1412051,897.5598439,570.9616439
KCNQ4,6,6,8.78180657,1,7,10
CITED4,489.9043901,717.3893736,473.6424204,490.8143877,830.7180386,715.562839
CTPS1,194.4832545,209.0716829,450.9903646,228.4933872,353.9666126,276.2228176
SLFNL1-AS1,11,5,298.584597,10,0.970576716,17
SLFNL1,6,7,44.92895634,0,5,1.388600213
SCMH1,218.0292947,361.0514335,6213.858088,388.5041314,501.8845657,524.1502309
FOXO6,27.2444089,108.8399053,96.23971686,66.22191852,98.21601942,63.74393318
EDN2,12.39395989,44.79716324,17.20396785,12.21631723,3.210866925,30.36883856
HIVEP3,259.689882,405.6433144,5939.228868,434.1981639,642.1427819,549.2666398
GUCA2B,20.54030262,47,4.246399062,16.5831452,7.351943577,2.646197129
GUCA2A,37.56519104,22.6736018,13.44519571,26.76875658,18.621416,6.390109018
FOXJ3,802.1095319,1027.032508,3556.327081,1394.656854,2343.683776,1850.87089
RIMKLA,259.1995111,637.1692318,998.8494224,841.0398002,1252.793567,911.467518
ZMYND12,28.60586369,66,28.83184968,53.76142787,69.1567114,60
PPCS,1474.51791,2819.964559,3647.315116,3089.883153,4647.946391,2831.07611
CCDC30,316.1190122,270.8251293,1560.887655,340.2577175,606.5344314,499.2180002
PPIH,396.4395374,710.0988147,925.9914401,791.1816642,1050.740271,696.2057445
AC098484.4,15.22282016,14.60607448,122.0827603,21,39.57085828,53
AC098484.2,6,8,18,0.785383363,23,4
YBX1,8718.635143,14211.21265,20822.51081,18916.57745,33822.24779,22367.99286
P3H1,268.7371977,358.7467342,1251.818144,425.1852048,758.6261387,617.8450373
C1orf50,432.9160954,658.6767673,994.6045162,865.405266,1072.28491,791.2706315
SVBP,596.1124489,1083.304041,1183.078428,1356.218998,3134.088362,2089.274711
ERMAP,186.7193223,231.8007297,584.0957978,362.2166533,288.0621738,367.6260242
AL512353.1,36.98422319,29.09310686,48.80286231,18,63,32.89748167
ZNF691,79.06794706,119.4451569,151.9360433,128.2784838,191.0300161,129.0385688
SLC2A1,317.361847,819.7148767,909.325655,1031.320153,1389.917821,1801.992835
SLC2A1-AS1,90.29782756,185.7222674,244.4416215,148.9435259,269.5611125,177.3315312
FAM183A,13.76879469,13.07170021,21.6854166,11.27189351,77.18265319,82.98607826
EBNA1BP2,1008.623004,1692.357803,2399.350573,1570.124811,4032.599498,2329.489168
CFAP57,8,5.033607751,79.01351878,2.853969077,5.855892806,15.42255307
