"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZEB2",0.00384705575453642,0.321450213551227,0.562,0.451,1
"CAMK1D",0.00388836286650081,0.442043079381295,0.215,0.134,1
"C15orf48",0.00439873648272654,-0.391717588063768,0.192,0.289,1
"ZNF148",0.00440732797730014,0.265663633177571,0.395,0.3,1
"TNRC6A",0.00441958801535963,0.254845400079895,0.281,0.19,1
"TBXAS1",0.00461403439308293,0.428308600103767,0.464,0.383,1
"RAPGEF1",0.00467478935605925,0.468399777902627,0.384,0.292,1
"PHF20",0.00469737365432118,0.251740457456657,0.39,0.296,1
"ABHD12",0.00501799880803029,0.267209690439945,0.49,0.379,1
"MACF1",0.00545992469288299,0.413424329548303,0.513,0.423,1
"PAM",0.00560758230509556,0.363207033084879,0.143,0.071,1
"MITF",0.00563029343500836,0.273912288651976,0.321,0.221,1
"AAK1",0.00563796674811344,0.264293912352312,0.447,0.348,1
"MALT1",0.00567589276811268,0.333593164761218,0.352,0.281,1
"BTG2",0.00573922783849466,-0.271257112610094,0.407,0.51,1
"THBS1",0.00574415800012221,0.358059834676159,0.158,0.083,1
"FOXN3",0.00588370220371031,0.412896212184881,0.421,0.328,1
"CELF2",0.00596315476469889,0.325068187914316,0.49,0.419,1
"PPP3CA",0.00599060660923767,0.290002474026838,0.315,0.217,1
"FOXP1",0.00607339908907615,0.273443709261892,0.476,0.375,1
"FABP4",0.00637177114258262,0.449396924979438,0.198,0.111,1
"PALLD",0.00646218830709117,0.366445370767165,0.355,0.261,1
"PPFIA1",0.00661416594927136,0.276414750948811,0.318,0.233,1
"SLC2A13",0.00681386310131643,0.265142248609558,0.206,0.13,1
"TBC1D22A",0.00695904593046781,0.35416447386675,0.298,0.209,1
"CLU",0.0080989758466997,0.566239574768654,0.309,0.221,1
"SDCCAG8",0.00820445025555479,0.356243933186791,0.35,0.265,1
"ASAP1",0.0083509122211606,0.372286942205508,0.35,0.269,1
"ADAM28",0.00867297810698647,0.368509068910193,0.387,0.292,1
"RPS4Y1",0.0103608351054712,-0.341095958395894,0.47,0.538,1
"PKN2",0.0127579850335408,0.255400864725332,0.275,0.198,1
"EEPD1",0.0129856084105589,0.353710426002384,0.269,0.198,1
"GAS7",0.0132179240389695,0.2694761306221,0.301,0.217,1
"IER3",0.0133263325386448,0.255440413316208,0.146,0.079,1
"CTNNA1",0.0134434751664964,0.286364662975338,0.401,0.324,1
"CTNNB1",0.0141503835729287,0.453007113787454,0.49,0.423,1
"SLC8A1",0.0145773106670064,0.554108450850123,0.364,0.3,1
"MYO9B",0.0149125378735035,0.33741724128802,0.447,0.368,1
"PBRM1",0.0151851244608962,0.280175742116648,0.37,0.3,1
"CPQ",0.0161037545700613,0.282986448099562,0.393,0.312,1
"AKAP13",0.0168366835123646,0.317712080425571,0.53,0.462,1
"AFF1",0.0168852126193896,0.263902930768339,0.307,0.233,1
"IER2",0.018126534307086,-0.26569344056866,0.424,0.486,1
"HIPK2",0.0182547504540673,0.264084547532609,0.456,0.375,1
"SH3PXD2B",0.0187158388986839,0.380798854123913,0.332,0.265,1
"DAPK1",0.0190906869146173,0.375250136240785,0.358,0.273,1
"JUN",0.0191980175657493,-0.269917309974953,0.433,0.518,1
"FNDC3B",0.0196520071303325,0.496843044734399,0.407,0.344,1
"ABCA1",0.0197616072548322,0.267113515953641,0.481,0.387,1
"ATP1B1",0.019853808998613,0.322935160406963,0.255,0.174,1
"SPINT2",0.0198578354394018,0.447292997618476,0.421,0.316,1
"LDHA",0.0200757100511622,-0.339843667178494,0.734,0.818,1
"SMARCA2",0.0208351674800707,0.253300265691546,0.264,0.19,1
"DSTN",0.0218252096484901,0.533119444422323,0.556,0.494,1
"BAZ2B",0.0264161719127937,0.300301519939573,0.37,0.289,1
"ARHGAP18",0.0273868770729939,0.268070071027759,0.665,0.581,1
"ANKRD11",0.0274359745590969,0.276325546305256,0.45,0.391,1
"STMN1",0.0295900420683222,-0.259212337159931,0.292,0.372,1
"RNF149",0.0297802105326265,0.300591517664753,0.438,0.372,1
"XBP1",0.0301015522813763,0.338809911734603,0.295,0.221,1
"MERTK",0.0305651660117839,0.262438206100596,0.272,0.206,1
"MYO5A",0.0317338622103886,0.297068409781041,0.352,0.296,1
"MYCBP2",0.0322688429089565,0.27060655122936,0.421,0.364,1
"NEAT1",0.0339725159583779,0.54890069373272,0.691,0.64,1
"SAMD4A",0.0341274984559189,0.290901218654219,0.129,0.079,1
"KCNMA1",0.0347991236892913,0.4304587731784,0.261,0.198,1
"XIST",0.0349220563527586,0.375565904356441,0.209,0.146,1
"MAN1A1",0.0383904440342534,0.300807867452161,0.367,0.292,1
"ZNF331",0.0403369765926739,0.456239918163811,0.315,0.269,1
"SSR4",0.0413474369705102,0.360208769691551,0.765,0.715,1
"BPTF",0.0415355678780539,0.307232605688684,0.464,0.399,1
"PTPRE",0.0435124048181913,0.314896712451688,0.398,0.324,1
"HMGN2",0.0444815003159815,-0.260443322280609,0.587,0.628,1
"IDS",0.0461876376152244,0.267368496870504,0.456,0.379,1
"CADM1",0.0464654046252157,0.312649836847229,0.484,0.415,1
"HIST1H4C",0.0474097648859788,-0.610542695231821,0.447,0.545,1
"HIST1H1C",0.0484528020788585,-0.301062751668167,0.258,0.316,1
"TNRC6B",0.048644148208537,0.2663706145822,0.372,0.304,1
"TANK",0.0491472601304866,0.271592241900843,0.355,0.308,1
"SEC11C",0.0511027270361211,0.336399516971867,0.393,0.3,1
"LRRFIP1",0.0512072518507474,0.274695775530385,0.625,0.565,1
"PIAS1",0.0538993133435623,0.271810160287003,0.344,0.289,1
"PDE3B",0.0547519185709263,0.456314813009559,0.109,0.063,1
"TANC2",0.0580599231696173,0.367363256705585,0.249,0.19,1
"PDLIM5",0.0605185668240339,0.334820261091942,0.324,0.273,1
"TDRD3",0.0625653025431101,0.258180982283956,0.367,0.292,1
"DOCK8",0.06416331099265,0.307422127503507,0.415,0.356,1
"PTEN",0.0644859187706046,0.335915910077108,0.476,0.427,1
"GOLGB1",0.065196989668107,0.308402175093768,0.436,0.395,1
"CLTC",0.0657751716236632,0.296445273794166,0.504,0.447,1
"HOOK3",0.0667354446833749,0.277275683822725,0.398,0.348,1
"ATP13A3",0.0711293652529135,0.295036707072183,0.418,0.344,1
"GNAS",0.0770175065175661,1.68204301749384,0.516,0.431,1
"ERO1B",0.0779709311472288,0.362228116810407,0.14,0.095,1
"SNHG12",0.0801169061054669,-0.25698725640499,0.298,0.352,1
"MAML2",0.0801422653298191,0.263128788155418,0.201,0.15,1
"PAPSS2",0.0858639557020333,0.419299662368341,0.238,0.186,1
"CD109",0.0906535457208821,0.27744602294539,0.292,0.237,1
"LMNA",0.0914078318343449,0.400907914085385,0.418,0.352,1
"HS3ST2",0.0921145648173188,0.679609185659338,0.238,0.186,1
"GPCPD1",0.0931741306441526,0.251849915714696,0.335,0.292,1
"CMIP",0.0937223521960969,0.260805428577129,0.364,0.304,1
"ANKH",0.0958940847795425,0.368386636299405,0.358,0.316,1
"CHMP1B",0.110211731028438,0.302336208406968,0.338,0.289,1
"IER5",0.115213366787284,-0.370448897728168,0.292,0.34,1
"PRKAG2",0.124680575772057,0.280026218289714,0.264,0.217,1
"TSC22D1",0.125268342068562,0.25271673444758,0.246,0.198,1
"CD14",0.135255779391926,-0.491027804049044,0.275,0.32,1
"DOCK2",0.144928453991326,0.252628578343948,0.424,0.379,1
"MEIS2",0.149394759041371,0.279689529619551,0.115,0.079,1
"HSPA1A",0.152528891289351,-0.764675336261905,0.347,0.375,1
"DUT",0.15562614191106,-0.275593677263678,0.404,0.439,1
"SDC2",0.159324946187166,0.334193922093489,0.298,0.257,1
"ALCAM",0.177553040112471,0.397333511888041,0.456,0.439,1
"C4orf48",0.19255830004966,0.335504627500228,0.585,0.553,1
"GTF2I",0.2066229247552,0.283688727258769,0.496,0.466,1
"CD48",0.20800825491999,-0.266620759794937,0.335,0.375,1
"INSIG1",0.212465445350715,0.255056065288639,0.175,0.142,1
"EEA1",0.227448374222263,0.267421201798783,0.393,0.372,1
