Protein	Donor	Type	Replicate	Value
BLOC1S2	5	L	1	0
BLOC1S2	5	L	2	7829.315236
BLOC1S2	5	L	3	6325.790169
BLOC1S2	6	L	1	6041.643969
BLOC1S2	6	L	2	1457.147743
BLOC1S2	6	L	3	8178.305778
COPS3	1	H	1	12373.9
COPS3	1	H	2	10371.47528
COPS3	1	H	3	11603.14054
COPS3	2	H	1	11568.26469
COPS3	2	H	2	10283.87095
COPS3	2	H	3	10131.78055
COPS3	3	H	1	9689.330997
COPS3	3	H	2	11251.63039
COPS3	3	H	3	7736.875192
COPS3	4	H	1	9687.973441
COPS3	4	H	2	16858.44606
COPS3	4	H	3	5372.36922
COPS3	5	H	1	14692.99613
COPS3	5	H	2	12577.23761
COPS3	5	H	3	11840.38479
COPS3	6	H	1	11358.37566
COPS3	6	H	2	13151.10341
COPS3	6	H	3	12225.16654
COPS3	1	L	1	11454.21607
COPS3	1	L	2	6122.794196
COPS3	1	L	3	12177.11387
COPS3	2	L	1	16755.76291
COPS3	2	L	2	16463.4807
COPS3	2	L	3	15826.90897
COPS3	3	L	1	17910.40711
COPS3	3	L	2	15121.61279
COPS3	3	L	3	15917.71516
COPS3	4	L	1	6199.906241
COPS3	4	L	2	5867.94805
COPS3	4	L	3	5218.821951
COPS3	5	L	1	16406.52338
COPS3	5	L	2	14391.71361
COPS3	5	L	3	14746.08458
COPS3	6	L	1	12183.61796
COPS3	6	L	2	10921.08437
COPS3	6	L	3	11773.07754
KIAA1009	1	H	1	18693.9
KIAA1009	1	H	2	16987.02779
KIAA1009	1	H	3	0
KIAA1009	2	H	1	0
KIAA1009	2	H	2	0
KIAA1009	2	H	3	0
KIAA1009	3	H	1	0
KIAA1009	3	H	2	0
KIAA1009	3	H	3	0
KIAA1009	4	H	1	0
KIAA1009	4	H	2	0
KIAA1009	4	H	3	14078.75662
KIAA1009	5	H	1	0
KIAA1009	5	H	2	24483.50125
KIAA1009	5	H	3	20490.21242
KIAA1009	6	H	1	0
KIAA1009	6	H	2	0
KIAA1009	6	H	3	0
KIAA1009	1	L	1	0
KIAA1009	1	L	2	17062.76887
KIAA1009	1	L	3	0
KIAA1009	2	L	1	0
KIAA1009	2	L	2	0
KIAA1009	2	L	3	0
KIAA1009	3	L	1	22721.09336
KIAA1009	3	L	2	17669.73612
KIAA1009	3	L	3	19121.48262
KIAA1009	4	L	1	17035.07482
KIAA1009	4	L	2	16151.97203
KIAA1009	4	L	3	16712.18992
KIAA1009	5	L	1	0
KIAA1009	5	L	2	0
KIAA1009	5	L	3	12961.2679
KIAA1009	6	L	1	0
KIAA1009	6	L	2	0
KIAA1009	6	L	3	16102.73612
NCKAP1	1	H	1	20847.2
NCKAP1	1	H	2	21926.28977
NCKAP1	1	H	3	20548.07066
NCKAP1	2	H	1	21242.93347
NCKAP1	2	H	2	16683.63931
NCKAP1	2	H	3	18470.68585
NCKAP1	3	H	1	16261.46286
NCKAP1	3	H	2	16397.39786
NCKAP1	3	H	3	15466.57215
NCKAP1	4	H	1	15716.3351
NCKAP1	4	H	2	11502.8199
NCKAP1	4	H	3	13291.66205
NCKAP1	5	H	1	24590.45916
NCKAP1	5	H	2	24742.00025
NCKAP1	5	H	3	17798.55753
NCKAP1	6	H	1	19003.38129
NCKAP1	6	H	2	17393.61982
NCKAP1	6	H	3	19882.11275
NCKAP1	1	L	1	21518.36665
NCKAP1	1	L	2	29176.90842
NCKAP1	1	L	3	26060.10985
NCKAP1	2	L	1	21806.58315
NCKAP1	2	L	2	20604.73237
NCKAP1	2	L	3	22052.35083
NCKAP1	3	L	1	19897.37207
NCKAP1	3	L	2	19283.28502
NCKAP1	3	L	3	20655.25923
NCKAP1	4	L	1	10325.17633
NCKAP1	4	L	2	7854.566262
NCKAP1	4	L	3	10707.05197
NCKAP1	5	L	1	19875.14635
NCKAP1	5	L	2	20587.05905
NCKAP1	5	L	3	18458.48244
NCKAP1	6	L	1	22378.25029
NCKAP1	6	L	2	19157.17422
NCKAP1	6	L	3	19346.98523
ERGIC3	1	H	1	6981.34
ERGIC3	1	H	2	2161.974612
ERGIC3	1	H	3	3899.415441
ERGIC3	2	H	1	0
ERGIC3	2	H	2	0
ERGIC3	2	H	3	0
ERGIC3	3	H	1	5454.560498
ERGIC3	3	H	2	2451.747631
ERGIC3	3	H	3	0
ERGIC3	4	H	1	0
ERGIC3	4	H	2	0
ERGIC3	4	H	3	0
ERGIC3	5	H	1	0
ERGIC3	5	H	2	0
ERGIC3	5	H	3	0
ERGIC3	6	H	1	0
ERGIC3	6	H	2	4076.941394
ERGIC3	6	H	3	6133.495459
ERGIC3	1	L	1	0
ERGIC3	1	L	2	6138.961641
ERGIC3	1	L	3	0
ERGIC3	2	L	1	4808.120393
ERGIC3	2	L	2	0
ERGIC3	2	L	3	0
ERGIC3	3	L	1	0
ERGIC3	3	L	2	1561.662866
ERGIC3	3	L	3	0
ERGIC3	4	L	1	0
ERGIC3	4	L	2	0
ERGIC3	4	L	3	0
ERGIC3	5	L	1	0
ERGIC3	5	L	2	0
ERGIC3	5	L	3	0
ERGIC3	6	L	1	0
ERGIC3	6	L	2	0
ERGIC3	6	L	3	5051.432343
GSTM2	1	H	1	60853.5
GSTM2	1	H	2	59892.50268
GSTM2	1	H	3	67462.8636
GSTM2	2	H	1	73419.01405
GSTM2	2	H	2	72103.27629
GSTM2	2	H	3	64897.62113
GSTM2	3	H	1	67128.45601
GSTM2	3	H	2	67758.85387
GSTM2	3	H	3	65554.36446
GSTM2	4	H	1	41475.11802
GSTM2	4	H	2	53521.10963
GSTM2	4	H	3	58629.21606
GSTM2	5	H	1	57217.60517
GSTM2	5	H	2	32188.57784
GSTM2	5	H	3	38231.66919
GSTM2	6	H	1	77488.82705
GSTM2	6	H	2	77715.11016
GSTM2	6	H	3	83559.61807
GSTM2	1	L	1	27625.64096
GSTM2	1	L	2	18923.65185
GSTM2	1	L	3	22728.84387
GSTM2	2	L	1	92768.81559
GSTM2	2	L	2	92737.56228
GSTM2	2	L	3	96398.25718
GSTM2	3	L	1	81008.96986
GSTM2	3	L	2	77106.59826
GSTM2	3	L	3	78112.19283
GSTM2	4	L	1	54280.01495
GSTM2	4	L	2	52921.25308
GSTM2	4	L	3	40903.20029
GSTM2	5	L	1	84014.65756
GSTM2	5	L	2	80973.42229
GSTM2	5	L	3	70475.26715
GSTM2	6	L	1	91970.11528
GSTM2	6	L	2	92418.04681
GSTM2	6	L	3	85166.88704
GSTM3	1	H	1	60853.5
GSTM3	1	H	2	59892.50268
GSTM3	1	H	3	67462.8636
GSTM3	2	H	1	73419.01405
GSTM3	2	H	2	72103.27629
GSTM3	2	H	3	64897.62113
GSTM3	3	H	1	67128.45601
GSTM3	3	H	2	67758.85387
GSTM3	3	H	3	65554.36446
GSTM3	4	H	1	41475.11802
GSTM3	4	H	2	53521.10963
GSTM3	4	H	3	58629.21606
GSTM3	5	H	1	57217.60517
GSTM3	5	H	2	32188.57784
GSTM3	5	H	3	38231.66919
GSTM3	6	H	1	77488.82705
GSTM3	6	H	2	77715.11016
GSTM3	6	H	3	83559.61807
GSTM3	1	L	1	27625.64096
GSTM3	1	L	2	18923.65185
GSTM3	1	L	3	22728.84387
GSTM3	2	L	1	92768.81559
GSTM3	2	L	2	92737.56228
GSTM3	2	L	3	96398.25718
GSTM3	3	L	1	81008.96986
GSTM3	3	L	2	77106.59826
GSTM3	3	L	3	78112.19283
GSTM3	4	L	1	54280.01495
GSTM3	4	L	2	52921.25308
GSTM3	4	L	3	40903.20029
GSTM3	5	L	1	84014.65756
GSTM3	5	L	2	80973.42229
GSTM3	5	L	3	70475.26715
GSTM3	6	L	1	91970.11528
GSTM3	6	L	2	92418.04681
GSTM3	6	L	3	85166.88704
UCKL1	1	H	1	0
UCKL1	1	H	2	0
UCKL1	1	H	3	7313.328057
UCKL1	2	H	1	0
UCKL1	2	H	2	0
UCKL1	2	H	3	5307.927741
UCKL1	3	H	1	4925.312913
UCKL1	3	H	2	6183.089263
UCKL1	3	H	3	4314.910007
UCKL1	4	H	1	16664.12435
UCKL1	4	H	2	0
UCKL1	4	H	3	0
UCKL1	5	H	1	3975.375412
UCKL1	5	H	2	0
UCKL1	5	H	3	7273.126177
UCKL1	6	H	1	6099.793211
UCKL1	6	H	2	0
UCKL1	6	H	3	4842.189276
UCKL1	1	L	1	0
UCKL1	1	L	2	0
UCKL1	1	L	3	0
UCKL1	2	L	1	0
UCKL1	2	L	2	0
UCKL1	2	L	3	5750.056031
UCKL1	3	L	1	7833.844036
UCKL1	3	L	2	6300.004853
UCKL1	3	L	3	8097.422218
UCKL1	4	L	1	0
UCKL1	4	L	2	0
UCKL1	4	L	3	0
UCKL1	5	L	1	0
UCKL1	5	L	2	0
UCKL1	5	L	3	6551.339348
UCKL1	6	L	1	5450.179359
UCKL1	6	L	2	4419.315475
UCKL1	6	L	3	0
ENTPD3	1	H	1	13770
ENTPD3	1	H	2	14499.62259
ENTPD3	1	H	3	9363.472112
ENTPD3	2	H	1	8397.168032
ENTPD3	2	H	2	11742.67616
ENTPD3	2	H	3	13043.74483
ENTPD3	3	H	1	11815.69615
ENTPD3	3	H	2	9426.618251
ENTPD3	3	H	3	9841.680255
ENTPD3	4	H	1	15484.30159
ENTPD3	4	H	2	9706.786324
ENTPD3	4	H	3	0
ENTPD3	5	H	1	0
ENTPD3	5	H	2	6539.044535
ENTPD3	5	H	3	11296.78137
ENTPD3	6	H	1	17783.03984
ENTPD3	6	H	2	12301.24746
ENTPD3	6	H	3	13226.42325
ENTPD3	1	L	1	0
ENTPD3	1	L	2	20332.04834
ENTPD3	1	L	3	6065.371181
ENTPD3	2	L	1	10309.6786
ENTPD3	2	L	2	0
ENTPD3	2	L	3	0
ENTPD3	3	L	1	9534.118333
ENTPD3	3	L	2	7243.771818
ENTPD3	3	L	3	9764.844013
ENTPD3	4	L	1	0
ENTPD3	4	L	2	14396.14817
ENTPD3	4	L	3	13418.31254
ENTPD3	5	L	1	10851.56367
ENTPD3	5	L	2	9166.489674
ENTPD3	5	L	3	10898.52382
ENTPD3	6	L	1	9820.065471
ENTPD3	6	L	2	12952.26913
ENTPD3	6	L	3	4107.079045
YWHAZ	1	H	1	296818
YWHAZ	1	H	2	299037.1139
YWHAZ	1	H	3	307097.029
YWHAZ	2	H	1	350604.838
YWHAZ	2	H	2	332446.4907
YWHAZ	2	H	3	347571.5646
YWHAZ	3	H	1	347235.4532
YWHAZ	3	H	2	338318.3184
YWHAZ	3	H	3	336341.5561
YWHAZ	4	H	1	170125.5751
YWHAZ	4	H	2	168343.4924
YWHAZ	4	H	3	156518.7949
YWHAZ	5	H	1	332253.389
YWHAZ	5	H	2	325587.5899
YWHAZ	5	H	3	331732.5025
YWHAZ	6	H	1	356230.783
YWHAZ	6	H	2	359059.3836
YWHAZ	6	H	3	359554.6471
YWHAZ	1	L	1	354628.5448
YWHAZ	1	L	2	370968.2461
YWHAZ	1	L	3	358536.8262
YWHAZ	2	L	1	311448.9712
YWHAZ	2	L	2	295825.4869
YWHAZ	2	L	3	297227.3372
YWHAZ	3	L	1	277208.671
YWHAZ	3	L	2	263916.3957
YWHAZ	3	L	3	280739.0604
YWHAZ	4	L	1	151912.4982
YWHAZ	4	L	2	147481.7852
YWHAZ	4	L	3	152318.8768
YWHAZ	5	L	1	354258.4038
YWHAZ	5	L	2	346662.9593
YWHAZ	5	L	3	334035.6262
YWHAZ	6	L	1	347064.1694
YWHAZ	6	L	2	331016.0477
YWHAZ	6	L	3	338505.9276
WDR33	1	H	1	0
WDR33	1	H	2	2905.17308
WDR33	1	H	3	0
WDR33	2	H	1	6548.237729
WDR33	2	H	2	3046.50461
WDR33	2	H	3	1807.823939
WDR33	3	H	1	2287.740107
WDR33	3	H	2	1074.589959
WDR33	3	H	3	0
WDR33	4	H	1	0
WDR33	4	H	2	0
WDR33	4	H	3	0
WDR33	5	H	1	2792.327947
WDR33	5	H	2	1638.103888
WDR33	5	H	3	0
WDR33	6	H	1	2578.759148
WDR33	6	H	2	2756.726844
WDR33	6	H	3	1543.066642
WDR33	1	L	1	2360.683665
WDR33	1	L	2	0
WDR33	1	L	3	954.7440947
WDR33	2	L	1	3161.383644
WDR33	2	L	2	5007.027373
WDR33	2	L	3	4919.030998
WDR33	3	L	1	0
WDR33	3	L	2	1016.242338
WDR33	3	L	3	3694.335466
WDR33	4	L	1	1803.480161
WDR33	4	L	2	0
WDR33	4	L	3	0
WDR33	5	L	1	3436.3907
WDR33	5	L	2	1669.454261
WDR33	5	L	3	2763.404379
WDR33	6	L	1	2982.410894
WDR33	6	L	2	4927.208399
WDR33	6	L	3	0
PPHLN1	1	H	1	6810.51
PPHLN1	1	H	2	2735.032988
PPHLN1	1	H	3	7985.302213
PPHLN1	2	H	1	9688.544019
PPHLN1	2	H	2	10675.63702
PPHLN1	2	H	3	9965.616066
PPHLN1	3	H	1	7042.486399
PPHLN1	3	H	2	10761.20088
PPHLN1	3	H	3	8954.583515
PPHLN1	4	H	1	0
PPHLN1	4	H	2	1602.585344
PPHLN1	4	H	3	2500.211524
PPHLN1	5	H	1	13156.62075
PPHLN1	5	H	2	13045.33338
PPHLN1	5	H	3	11803.81113
PPHLN1	6	H	1	7734.987309
PPHLN1	6	H	2	9268.037387
PPHLN1	6	H	3	10759.27787
PPHLN1	1	L	1	12427.08209
PPHLN1	1	L	2	10896.18457
PPHLN1	1	L	3	6023.659495
PPHLN1	2	L	1	10470.28014
PPHLN1	2	L	2	7788.705508
PPHLN1	2	L	3	7101.681213
PPHLN1	3	L	1	7812.118855
PPHLN1	3	L	2	7629.674884
PPHLN1	3	L	3	8061.991213
PPHLN1	4	L	1	0
PPHLN1	4	L	2	0
PPHLN1	4	L	3	0
PPHLN1	5	L	1	8656.421
PPHLN1	5	L	2	9615.004146
PPHLN1	5	L	3	7807.05264
PPHLN1	6	L	1	7804.230498
PPHLN1	6	L	2	8746.809533
PPHLN1	6	L	3	8279.60567
CHP1	1	H	1	12946.3
CHP1	1	H	2	14295.29298
CHP1	1	H	3	11379.02154
CHP1	2	H	1	8910.459761
CHP1	2	H	2	10269.15309
CHP1	2	H	3	11573.3096
CHP1	3	H	1	8652.42422
CHP1	3	H	2	7399.752599
CHP1	3	H	3	10798.35771
CHP1	4	H	1	0
CHP1	4	H	2	4201.872158
CHP1	4	H	3	7919.897052
CHP1	5	H	1	8257.938076
CHP1	5	H	2	15321.60049
CHP1	5	H	3	17945.26898
CHP1	6	H	1	7231.210477
CHP1	6	H	2	8899.932036
CHP1	6	H	3	10639.23634
CHP1	1	L	1	8368.783189
CHP1	1	L	2	16653.14124
CHP1	1	L	3	13420.75476
CHP1	2	L	1	11227.1853
CHP1	2	L	2	9358.735184
CHP1	2	L	3	12705.49298
CHP1	3	L	1	2757.783655
CHP1	3	L	2	10532.28266
CHP1	3	L	3	8445.074606
CHP1	4	L	1	0
CHP1	4	L	2	0
CHP1	4	L	3	0
CHP1	5	L	1	11228.21152
CHP1	5	L	2	9988.427959
CHP1	5	L	3	8320.838258
CHP1	6	L	1	12245.96393
CHP1	6	L	2	10401.68018
CHP1	6	L	3	11053.25041
SUN2	1	H	1	6767.46
SUN2	1	H	2	6395.654465
SUN2	1	H	3	1421.874578
SUN2	2	H	1	0
SUN2	2	H	2	3293.662774
SUN2	2	H	3	5156.930939
SUN2	3	H	1	6059.035506
SUN2	3	H	2	3511.444267
SUN2	3	H	3	4900.922248
SUN2	4	H	1	0
SUN2	4	H	2	0
SUN2	4	H	3	4061.765225
SUN2	5	H	1	5103.774242
SUN2	5	H	2	5525.842988
SUN2	5	H	3	0
SUN2	6	H	1	1376.627643
SUN2	6	H	2	5117.037419
SUN2	6	H	3	5656.725427
SUN2	1	L	1	6103.070848
SUN2	1	L	2	5581.68407
SUN2	1	L	3	5189.437116
SUN2	2	L	1	0
SUN2	2	L	2	0
SUN2	2	L	3	0
SUN2	3	L	1	0
SUN2	3	L	2	0
SUN2	3	L	3	0
SUN2	4	L	1	0
SUN2	4	L	2	1486.495522
SUN2	4	L	3	0
SUN2	5	L	1	4527.819348
SUN2	5	L	2	4970.304855
SUN2	5	L	3	6031.420376
SUN2	6	L	1	4683.292002
SUN2	6	L	2	5407.306615
SUN2	6	L	3	5055.421875
COTL1	1	H	1	46477.3
COTL1	1	H	2	28573.35335
COTL1	1	H	3	33459.60284
COTL1	2	H	1	112212.8008
COTL1	2	H	2	107823.2125
COTL1	2	H	3	114833.9844
COTL1	3	H	1	108755.9374
COTL1	3	H	2	106648.3365
COTL1	3	H	3	112414.2447
COTL1	4	H	1	45815.94003
COTL1	4	H	2	36298.10201
COTL1	4	H	3	47252.50945
COTL1	5	H	1	87497.20912
COTL1	5	H	2	78468.38022
COTL1	5	H	3	98125.57521
COTL1	6	H	1	51130.6149
COTL1	6	H	2	62727.23153
COTL1	6	H	3	58238.94372
COTL1	1	L	1	39540.66464
COTL1	1	L	2	41337.7215
COTL1	1	L	3	31589.99777
COTL1	2	L	1	119794.3272
COTL1	2	L	2	118921.1771
COTL1	2	L	3	113304.4687
COTL1	3	L	1	127367.8775
COTL1	3	L	2	131660.4115
COTL1	3	L	3	131944.1443
COTL1	4	L	1	25075.85757
COTL1	4	L	2	38845.52596
COTL1	4	L	3	38167.19447
COTL1	5	L	1	88012.53659
COTL1	5	L	2	85524.57733
COTL1	5	L	3	97359.35471
COTL1	6	L	1	58080.06748
COTL1	6	L	2	49422.2356
COTL1	6	L	3	56423.64425
GPX3	1	H	1	24754
GPX3	1	H	2	15302.66255
GPX3	1	H	3	22038.46695
GPX3	2	H	1	33073.04291
GPX3	2	H	2	38978.59343
GPX3	2	H	3	39817.12258
GPX3	3	H	1	34362.40332
GPX3	3	H	2	41629.31492
GPX3	3	H	3	31907.71
GPX3	4	H	1	55451.07415
GPX3	4	H	2	50949.83213
GPX3	4	H	3	44938.76417
GPX3	5	H	1	25940.64714
GPX3	5	H	2	29307.20059
GPX3	5	H	3	22384.64481
GPX3	6	H	1	26711.41323
GPX3	6	H	2	26163.02996
GPX3	6	H	3	29933.78303
GPX3	1	L	1	28173.32766
GPX3	1	L	2	28633.99193
GPX3	1	L	3	27048.87748
GPX3	2	L	1	23788.044
GPX3	2	L	2	23617.19428
GPX3	2	L	3	18001.45494
GPX3	3	L	1	28873.17424
GPX3	3	L	2	27595.08487
GPX3	3	L	3	30463.01182
GPX3	4	L	1	68273.34709
GPX3	4	L	2	62317.87461
GPX3	4	L	3	64740.29044
GPX3	5	L	1	40666.97872
GPX3	5	L	2	36413.32016
GPX3	5	L	3	41013.81683
GPX3	6	L	1	34493.43715
GPX3	6	L	2	30820.95553
GPX3	6	L	3	35465.01634
ST14	1	H	1	10387.5
ST14	1	H	2	0
ST14	1	H	3	0
ST14	2	H	1	7001.871687
ST14	2	H	2	9959.811675
ST14	2	H	3	7173.886775
ST14	3	H	1	12047.71986
ST14	3	H	2	10517.32884
ST14	3	H	3	7416.297084
ST14	4	H	1	0
ST14	4	H	2	0
ST14	4	H	3	0
ST14	5	H	1	5866.17651
ST14	5	H	2	29940.7269
ST14	5	H	3	0
ST14	6	H	1	13516.7092
ST14	6	H	2	11034.70635
ST14	6	H	3	8528.948026
ST14	1	L	1	11408.92205
ST14	1	L	2	0
ST14	1	L	3	0
ST14	2	L	1	8505.426623
ST14	2	L	2	9489.608385
ST14	2	L	3	10212.80805
ST14	3	L	1	4639.01645
ST14	3	L	2	7790.457938
ST14	3	L	3	10154.33363
ST14	4	L	1	0
ST14	4	L	2	0
ST14	4	L	3	0
ST14	5	L	1	9349.150322
ST14	5	L	2	5978.955047
ST14	5	L	3	0
ST14	6	L	1	0
ST14	6	L	2	7046.871904
ST14	6	L	3	15483.6634
PFAS	1	H	1	19546.6
PFAS	1	H	2	18537.76639
PFAS	1	H	3	17152.41741
PFAS	2	H	1	13003.57469
PFAS	2	H	2	16174.94093
PFAS	2	H	3	15841.46743
PFAS	3	H	1	17694.81312
PFAS	3	H	2	14454.39786
PFAS	3	H	3	14521.01752
PFAS	4	H	1	11651.87717
PFAS	4	H	2	19625.26191
PFAS	4	H	3	10153.32457
PFAS	5	H	1	21208.56706
PFAS	5	H	2	16768.29176
PFAS	5	H	3	19875.23305
PFAS	6	H	1	14072.94803
PFAS	6	H	2	15824.84196
PFAS	6	H	3	15703.53191
PFAS	1	L	1	13669.68914
PFAS	1	L	2	13880.21691
PFAS	1	L	3	18216.29479
PFAS	2	L	1	16910.41793
PFAS	2	L	2	19829.76917
PFAS	2	L	3	16686.93984
PFAS	3	L	1	16409.74603
PFAS	3	L	2	18521.44826
PFAS	3	L	3	20994.48295
PFAS	4	L	1	23363.21219
PFAS	4	L	2	16108.61549
PFAS	4	L	3	17553.37104
PFAS	5	L	1	14160.63226
PFAS	5	L	2	17566.90399
PFAS	5	L	3	19129.2986
PFAS	6	L	1	16481.96635
PFAS	6	L	2	16679.83389
PFAS	6	L	3	18058.78346
AMDHD2	1	H	1	0
AMDHD2	1	H	2	6660.091438
AMDHD2	1	H	3	5948.26367
AMDHD2	2	H	1	19626.61205
AMDHD2	2	H	2	17184.00026
AMDHD2	2	H	3	17007.97277
AMDHD2	3	H	1	13486.22112
AMDHD2	3	H	2	19643.57801
AMDHD2	3	H	3	17948.45238
AMDHD2	4	H	1	4300.303359
AMDHD2	4	H	2	0
AMDHD2	4	H	3	7931.137452
AMDHD2	5	H	1	4958.820326
AMDHD2	5	H	2	3625.726625
AMDHD2	5	H	3	5446.54783
AMDHD2	6	H	1	7253.502329
AMDHD2	6	H	2	9311.206518
AMDHD2	6	H	3	11801.03052
AMDHD2	1	L	1	6917.340372
AMDHD2	1	L	2	0
AMDHD2	1	L	3	5265.09411
AMDHD2	2	L	1	7556.536711
AMDHD2	2	L	2	10001.09756
AMDHD2	2	L	3	9003.770742
AMDHD2	3	L	1	8626.840755
AMDHD2	3	L	2	9334.922563
AMDHD2	3	L	3	11006.78765
AMDHD2	4	L	1	10524.2607
AMDHD2	4	L	2	6910.429344
AMDHD2	4	L	3	9428.4945
AMDHD2	5	L	1	9166.020466
AMDHD2	5	L	2	7429.100231
AMDHD2	5	L	3	6985.474658
AMDHD2	6	L	1	7705.960879
AMDHD2	6	L	2	8344.80735
AMDHD2	6	L	3	9605.681263
RHOA	1	H	1	9445.58
RHOA	1	H	2	9744.080001
RHOA	1	H	3	12705.4762
RHOA	2	H	1	3279.66896
RHOA	2	H	2	5074.257633
RHOA	2	H	3	9055.174847
RHOA	3	H	1	6867.455583
RHOA	3	H	2	10822.486
RHOA	3	H	3	9533.084983
RHOA	4	H	1	3690.915458
RHOA	4	H	2	7612.936783
RHOA	4	H	3	2849.872381
RHOA	5	H	1	17512.15438
RHOA	5	H	2	5789.68379
RHOA	5	H	3	10249.00323
RHOA	6	H	1	15357.58477
RHOA	6	H	2	11357.23313
RHOA	6	H	3	12154.99501
RHOA	1	L	1	10251.53069
RHOA	1	L	2	15696.33369
RHOA	1	L	3	16092.50218
RHOA	2	L	1	9132.570795
RHOA	2	L	2	14118.39807
RHOA	2	L	3	8183.124048
RHOA	3	L	1	11174.93831
RHOA	3	L	2	11670.95943
RHOA	3	L	3	9011.588062
RHOA	4	L	1	3164.929676
RHOA	4	L	2	0
RHOA	4	L	3	2899.687023
RHOA	5	L	1	13872.52205
RHOA	5	L	2	4301.58164
RHOA	5	L	3	8227.130176
RHOA	6	L	1	15907.29459
RHOA	6	L	2	14410.47019
RHOA	6	L	3	13146.31091
WNK1	1	H	1	5534.37
WNK1	1	H	2	6161.103774
WNK1	1	H	3	8522.039251
WNK1	2	H	1	7985.482204
WNK1	2	H	2	6661.354884
WNK1	2	H	3	7512.082269
WNK1	3	H	1	7928.114171
WNK1	3	H	2	6421.167614
WNK1	3	H	3	9355.280349
WNK1	4	H	1	0
WNK1	4	H	2	0
WNK1	4	H	3	0
WNK1	5	H	1	10612.23162
WNK1	5	H	2	9864.319761
WNK1	5	H	3	5778.930531
WNK1	6	H	1	7036.35769
WNK1	6	H	2	8037.1729
WNK1	6	H	3	7525.345127
WNK1	1	L	1	5729.400834
WNK1	1	L	2	3671.704112
WNK1	1	L	3	7385.179261
WNK1	2	L	1	9614.590229
WNK1	2	L	2	7520.250537
WNK1	2	L	3	10194.59301
WNK1	3	L	1	5892.405872
WNK1	3	L	2	7669.757359
WNK1	3	L	3	7770.475267
WNK1	4	L	1	0
WNK1	4	L	2	0
WNK1	4	L	3	0
WNK1	5	L	1	6083.386387
WNK1	5	L	2	7968.062436
WNK1	5	L	3	3451.443919
WNK1	6	L	1	8719.872758
WNK1	6	L	2	7275.517229
WNK1	6	L	3	7517.851016
WNK4	1	H	1	5534.37
WNK4	1	H	2	6161.103774
WNK4	1	H	3	8522.039251
WNK4	2	H	1	7985.482204
WNK4	2	H	2	6661.354884
WNK4	2	H	3	7512.082269
WNK4	3	H	1	7928.114171
WNK4	3	H	2	6421.167614
WNK4	3	H	3	9355.280349
WNK4	4	H	1	0
WNK4	4	H	2	0
WNK4	4	H	3	0
WNK4	5	H	1	10612.23162
WNK4	5	H	2	9864.319761
WNK4	5	H	3	5778.930531
WNK4	6	H	1	7036.35769
WNK4	6	H	2	8037.1729
WNK4	6	H	3	7525.345127
WNK4	1	L	1	5729.400834
WNK4	1	L	2	3671.704112
WNK4	1	L	3	7385.179261
WNK4	2	L	1	9614.590229
WNK4	2	L	2	7520.250537
WNK4	2	L	3	10194.59301
WNK4	3	L	1	5892.405872
WNK4	3	L	2	7669.757359
WNK4	3	L	3	7770.475267
WNK4	4	L	1	0
WNK4	4	L	2	0
WNK4	4	L	3	0
WNK4	5	L	1	6083.386387
WNK4	5	L	2	7968.062436
WNK4	5	L	3	3451.443919
WNK4	6	L	1	8719.872758
WNK4	6	L	2	7275.517229
WNK4	6	L	3	7517.851016
GNB1	1	H	1	192875
GNB1	1	H	2	203937.685
GNB1	1	H	3	200023.5119
GNB1	2	H	1	280125.5323
GNB1	2	H	2	281259.3678
GNB1	2	H	3	308369.5629
GNB1	3	H	1	291249.8589
GNB1	3	H	2	286700.7744
GNB1	3	H	3	293581.7549
GNB1	4	H	1	125833.2963
GNB1	4	H	2	131960.7493
GNB1	4	H	3	127285.7576
GNB1	5	H	1	197437.6844
GNB1	5	H	2	206684.6568
GNB1	5	H	3	191234.4109
GNB1	6	H	1	217781.2474
GNB1	6	H	2	240660.7751
GNB1	6	H	3	252859.6355
GNB1	1	L	1	185252.5264
GNB1	1	L	2	185558.7334
GNB1	1	L	3	186659.5107
GNB1	2	L	1	245050.1922
GNB1	2	L	2	245239.7302
GNB1	2	L	3	231006.6324
GNB1	3	L	1	241815.5126
GNB1	3	L	2	234547.7557
GNB1	3	L	3	246824.3406
GNB1	4	L	1	113845.2284
GNB1	4	L	2	118800.7784
GNB1	4	L	3	117404.4227
GNB1	5	L	1	205745.3154
GNB1	5	L	2	246697.6053
GNB1	5	L	3	199302.7934
GNB1	6	L	1	287406.3434
GNB1	6	L	2	286154.3582
GNB1	6	L	3	275142.9573
GNB2	1	H	1	192875
GNB2	1	H	2	203937.685
GNB2	1	H	3	200023.5119
GNB2	2	H	1	280125.5323
GNB2	2	H	2	281259.3678
GNB2	2	H	3	308369.5629
GNB2	3	H	1	291249.8589
GNB2	3	H	2	286700.7744
GNB2	3	H	3	293581.7549
GNB2	4	H	1	125833.2963
GNB2	4	H	2	131960.7493
GNB2	4	H	3	127285.7576
GNB2	5	H	1	197437.6844
GNB2	5	H	2	206684.6568
GNB2	5	H	3	191234.4109
GNB2	6	H	1	217781.2474
GNB2	6	H	2	240660.7751
GNB2	6	H	3	252859.6355
GNB2	1	L	1	185252.5264
GNB2	1	L	2	185558.7334
GNB2	1	L	3	186659.5107
GNB2	2	L	1	245050.1922
GNB2	2	L	2	245239.7302
