"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LINC00511",2.61009487008178e-05,0.317061982772659,0.403,0.295,0.668366993381842
"WDR83OS",2.62146724216973e-05,-0.274059468838856,0.855,0.867,0.671279116702403
"GNG5",2.67969836687613e-05,-0.291476432568666,0.839,0.846,0.68619036080597
"PSMA2",2.71675122612537e-05,-0.275185083967105,0.681,0.767,0.695678486473924
"GOLGB1",2.79476472147099e-05,-0.253583062911326,0.55,0.663,0.715655402227077
"NEGR1",2.82086064310322e-05,0.321887097049065,0.344,0.224,0.722337784879441
"PSMD4",2.88696127920192e-05,-0.254414324211654,0.455,0.555,0.739264174765236
"VGF",3.02626942799306e-05,-0.675314882233735,0.353,0.447,0.774936812426184
"EEF1B2",3.19840662349343e-05,-0.321253749662831,0.917,0.917,0.819015984077962
"CDK14",3.21697013622045e-05,0.256036295557613,0.304,0.203,0.823769542781971
"RPS4Y1",4.06208260465644e-05,-0.472624893317302,0.742,0.723,1
"RPS17",4.14802762543905e-05,-0.324107935122761,0.916,0.926,1
"PSMG2",4.15797726160357e-05,-0.253579445996179,0.461,0.544,1
"PER3",4.17009396161947e-05,-0.254918071128337,0.298,0.401,1
"TAX1BP1",4.27712447520266e-05,-0.264682697317896,0.656,0.753,1
"ERLEC1",4.58359454509824e-05,-0.261251612551605,0.684,0.767,1
"STMN1",4.68213882633447e-05,-0.290624347420599,0.599,0.691,1
"TTC17",4.84445221055633e-05,0.259621542829234,0.359,0.267,1
"SRRM1",5.40584143172856e-05,-0.256927312840115,0.643,0.731,1
"COX8A",5.47630427376891e-05,-0.250817646838022,0.959,0.926,1
"TPM4",5.5166039407771e-05,-0.470534845138859,0.307,0.394,1
"DCTN3",5.917380179274e-05,-0.254186471740359,0.772,0.802,1
"PTH2R",6.25883819720012e-05,0.323821055151411,0.203,0.122,1
"PSMB1",6.27129429546919e-05,-0.266282441333825,0.837,0.846,1
"ARF5",6.39191334916927e-05,-0.282592312604768,0.668,0.765,1
"NDUFA8",6.78646696274037e-05,-0.269256651265485,0.567,0.655,1
"SSBP1",6.95839067340414e-05,-0.279782610772826,0.717,0.774,1
"MTUS1",7.60570424730558e-05,-0.318567453749193,0.413,0.504,1
"GALNT13",7.79466894753437e-05,0.352553173488049,0.274,0.186,1
"MT-ND4",8.04495254620028e-05,-0.705769520363889,0.507,0.572,1
"DLK1",8.0823287208748e-05,0.417117644765012,0.073,0.141,1
"TMEM178B",8.24942618622823e-05,0.409462279168789,0.246,0.164,1
"RPS21",8.73435050894676e-05,-0.277755656054775,0.981,0.965,1
"LSAMP",8.76605288366374e-05,0.506807716255301,0.326,0.233,1
"REEP5",8.83592876794472e-05,-0.265945599867109,0.787,0.825,1
"HS6ST3",9.89043536468468e-05,0.864068673068865,0.261,0.189,1
"EIF3K",0.000102274249127841,-0.267253300781545,0.844,0.843,1
"CSRNP3",0.000110371339582077,0.279843246009784,0.369,0.274,1
"ATP6V0B",0.000122318077932106,-0.304483662524953,0.936,0.908,1
"DACH1",0.000130441217789678,0.476260190491487,0.43,0.346,1
"SOCS1",0.000133552876878226,-0.318104653190999,0.116,0.189,1
"CFAP36",0.000134084671684068,-0.261313011201737,0.656,0.746,1
"BLVRB",0.000136613451020546,-0.328001689072827,0.486,0.562,1
"ITGB1",0.000139311680591788,-0.368335767359081,0.764,0.813,1
"MAPRE1",0.000142642376119368,-0.254533253923238,0.495,0.601,1
"SIK3",0.000147150668057317,0.355615125171317,0.363,0.284,1
"MTRNR2L12",0.000150681259623244,-0.424510769159335,0.148,0.235,1
"PPIA",0.000155456333767435,-0.345372893203199,0.92,0.876,1
"COX5A",0.000162477969287529,-0.255025055300313,0.807,0.827,1
"TMEM14C",0.000174025057677534,-0.25120715880471,0.584,0.677,1
"MICOS13",0.000174631656848294,-0.254316828687563,0.788,0.816,1
"SNHG29",0.000181439400190752,-0.413312841633988,0.849,0.816,1
"PBX3",0.000198546850473477,0.310422199175126,0.476,0.383,1
"COX7A2L",0.000200245987203704,-0.254855797826086,0.754,0.799,1
"RPL36A",0.000218037705739958,-0.294073362567664,0.901,0.899,1
"PIGP",0.000222884766965463,-0.260187444027918,0.625,0.696,1
"ZFAS1",0.000247799863081602,-0.327422275093294,0.784,0.781,1
"MT-CO2",0.000250178923506801,-0.47969655690462,0.536,0.629,1
"YBX1",0.000250938157860824,-0.263793874111751,0.843,0.853,1
"TALDO1",0.000266860260454625,-0.25117001694865,0.621,0.7,1
"KDELR1",0.000300591058613492,-0.283426812624791,0.779,0.82,1
"TOMM6",0.000310225043103249,-0.256109985393639,0.801,0.797,1
"KTN1",0.000318175889974084,-0.269259585934899,0.741,0.802,1
"TPI1",0.000355394801829875,-0.438423469222142,0.876,0.845,1
"DPP7",0.000363972480173983,-0.262984685692998,0.744,0.811,1
"INS",0.0003760900649246,-0.722756448939041,0.123,0.196,1
"FTL",0.000395606488155672,-0.58895473924128,0.56,0.622,1
"NME2",0.000399835567226665,-0.258628994481774,0.855,0.871,1
"ACADVL",0.000406014997346847,-0.253802561799761,0.535,0.638,1
"PPIB",0.000425967767531224,-0.250995302989332,0.95,0.92,1
"AKAP12",0.00043770991968297,-0.405963373971611,0.391,0.488,1
"NCL",0.000438772062873993,-0.253332985348895,0.655,0.721,1
"ERP29",0.000457533346702066,-0.269612592081747,0.901,0.86,1
"PSMA7",0.000497559279044411,-0.253885781139213,0.836,0.832,1
"MEG3",0.000504279508244312,-0.253269932052816,0.098,0.163,1
"PRDX5",0.000600793046924316,-0.2746592977489,0.907,0.883,1
"DDIT4",0.00064091324444847,-0.444363314094511,0.213,0.284,1
"VKORC1",0.00066601814152483,-0.311931957141214,0.751,0.774,1
"RABGAP1L",0.000672559555457395,0.357620493449387,0.545,0.475,1
"RBP1",0.000727948526711543,-0.289890703593449,0.914,0.899,1
"APLP2",0.000729270101495498,-0.287810452587058,0.649,0.721,1
"ALDH1A1",0.000747364899199056,-0.339744744568035,0.363,0.256,1
"TTR",0.000757310973230185,-0.885298565677301,0.246,0.15,1
"PRDX2",0.00075998952787131,-0.31369123832784,0.913,0.898,1
"EHBP1",0.000857191053172838,0.301336830182672,0.378,0.299,1
"NEDD8",0.000969203878327849,-0.255048615312143,0.844,0.827,1
"RAB11FIP1",0.00100415407959561,-0.362228443481293,0.462,0.525,1
"PLD3",0.00112722927916292,-0.281433795919411,0.816,0.832,1
"PEG10",0.00121205209314379,-0.416447154017527,0.79,0.82,1
"SNTG1",0.00133310214107631,0.336221630242491,0.124,0.072,1
"CD24",0.0013419713273413,-0.333804789782567,0.321,0.375,1
"CLIC1",0.00139528760295349,-0.28127422324836,0.873,0.822,1
"CLU",0.00141099738936539,-0.274846284152295,0.972,0.949,1
"SSH2",0.00150174503375751,0.266968639508684,0.37,0.293,1
"ASPH",0.00151891204530228,-0.273273942581747,0.379,0.445,1
"TOX",0.00156444162392399,0.332596859574304,0.339,0.267,1
"HADH",0.00165275886941714,-0.257512127193821,0.742,0.783,1
"TUBB",0.00177984899266201,-0.266346686845344,0.736,0.754,1
"AQP3",0.00205150852591102,-0.376656114800638,0.73,0.744,1
"UBC",0.00230248036379295,-0.259600710137998,0.905,0.898,1
"MAPK10",0.00234754891314309,0.403241959238652,0.327,0.267,1
"NUDC",0.00261290170825451,-0.269447440258436,0.759,0.795,1
"NOL4",0.00271306469866974,0.448481291933049,0.501,0.44,1
"MT-ND3",0.00297283488844259,-0.538996743287308,0.419,0.489,1
"POMP",0.00300824460883982,-0.258519238909634,0.812,0.8,1
"CRYBA2",0.00301512468638106,-0.42277417114105,0.199,0.127,1
"SOX6",0.00329122961693081,0.276660925268168,0.264,0.198,1
"ATP5MF",0.00336939349846263,-0.255410281516552,0.898,0.857,1
"PAPPA2",0.00337475510971377,-0.381890804923168,0.407,0.477,1
"BRK1",0.00338538375589497,-0.26580043107241,0.815,0.827,1
"TXN",0.00390109718998349,-0.308136634196185,0.819,0.822,1
"JUND",0.0039950580253368,-0.281029763020862,0.844,0.829,1
"COX4I1",0.00409572947475532,-0.319775169887115,0.956,0.917,1
"CNTN4",0.00439984445839492,0.336574933840658,0.169,0.115,1
"FGF14",0.00448082741334384,0.265345693032821,0.416,0.357,1
"SPC25",0.00482576303671132,0.262332504787008,0.142,0.092,1
"BNIP3",0.00515850298092871,-0.353774693666971,0.68,0.687,1
"BSG",0.00572370409433366,-0.279397328070018,0.825,0.829,1
"ERC1",0.00583364620912724,0.303829059851976,0.412,0.359,1
"DDIT3",0.00583576633113164,-0.385760457561979,0.256,0.318,1
"MGST3",0.00635414013827555,-0.283812627057556,0.84,0.811,1
"PLCG2",0.0073822215269995,-0.383371901522121,0.114,0.166,1
"PCSK1",0.00894536123242376,-0.333407849914831,0.804,0.845,1
"CACNA1D",0.00940159100176758,0.408191173291712,0.439,0.398,1
