ionIdx	ionMz	ionAverageInt	ionTopFormula	ionTopIon	ionTopName	D1 LG	D1 HG	D2 LG	D2 HG	D3 LG	D3 HG	D4 LG	D4 HG	D5 LG	D5 HG		
1166	697.4809	27197.32152	C39H71O8P	-H(-)	PA(14:1/22:2)	32059.5	49919	13239	18852.5	18150	18030	39323	39671	23085	31195.5	HMDB0042815	HMDB0042815
1144	647.4647	7776.587211	C35H69O8P	-H(-)	PA(16:0/16:0)	7468	11102	8135	10550.5	6275.5	7701.5	8447.5	8941	8683	9115.5	HMDB0114643	HMDB0114643
1154	673.4808	16906.19928	C37H71O8P	-H(-)	PA(16:0/18:1)	17679.5	28379	9718.5	17492	11003.5	13099	24709	28600	16588	19927.5	HMDB0060754	HMDB0060754
1174	721.4808	17425.6027	C41H71O8P	-H(-)	PA(16:0/22:5)	17706	27203	20156.5	17929.5	13565.5	18020	20692.5	23617	14704.5	18878	HMDB0053239	HMDB0053239
1167	699.4972	28245.32333	C39H73O8P	-H(-)	PA(18:0/18:2)	31819	55486.5	26303	32970	17189	17890.5	40632.5	47643.5	25220	32785.5	HMDB0043176	HMDB0043176
1156	687.4026	8740.802127	C39H61O8P	-H(-)	PA(18:4/18:4)	8855.5	8464	7005.5	6708	6764	8253.5	8777	9663.5	9246	7818	C19422	C19422
1219	833.6063	47693.67747	C49H87O8P	-H(-)	PA(22:4/24:1)	61469.5	100964	29801	42038.5	31294.5	37538.5	67873	70930.5	42106.5	56823	HMDB0124594	HMDB0124594
1079	535.3405	75429.35261	C27H53O8P	-H(-)	PA(8:0/16:0)	9435.5	14425	9357.5	13602	10019	10881.5	17761	16225	12512.5	13593.5	HMDB0125495	HMDB0125495
1106	563.3713	33479.81511	C29H57O8P	-H(-)	PA(8:0/18:0)	13253	17615	10584	13402	9525	11076.5	20367	21310.5	12731.5	15332	CHEBI:59040	CHEBI:59040
982	445.0814	22598.91946	C18H22O11S	-H(-)	Paederoside	22864	38343.5	7872	7231	27628	60952.5	24575.5	54931	16115	28953	C09506	C09506
694	312.2543	6768.714428	C18H35NO3	-H(-)	Palmitoylglycine	6832.5	7043	5299	4696.5	6912	6788.5	6958.5	7373.5	6559.5	6052	HMDB0062313	HMDB0062313
1020	475.3782	13357.69198	C30H52O4	-H(-)	Panaxatriol	9453	6082.5	4128.5	3663	8699	8964.5	8771	8830.5	7220	6204.5	CHEBI:4551	CHEBI:4551
448	230.0126	25781.30752	C8H9NO5S	-H(-)	Paracetamol sulfate	10930	11741.5	8193.5	8084	17675	15775	12775.5	13273	13400.5	11294.5	HMDB0132661	HMDB0132661
1160	690.5074	21070.38548	C37H74NO8P	-H(-)	PC(14:0/15:0)	22829	41485.5	26914	30902.5	13518.5	13404.5	36673.5	35889.5	21519	28646.5	HMDB0060754	HMDB0060754
1169	704.5233	20219.3953	C38H76NO8P	-H(-)	PC(14:0/16:0)	10142	12121.5	89282	61323.5	12243	15933	13058.5	12543	18250.5	16577.5	HMDB0043541	HMDB0043541
1157	688.4915	15420.54442	C37H72NO8P	-H(-)	PC(14:1/15:0)	19177.5	25875	18670	23436.5	10064	10048	24818.5	27777	16122	19382.5	HMDB0060754	HMDB0060754
1182	740.5230	235624.0962	C41H76NO8P	-H(-)	PC(15:0/18:3)	331249.5	494793.5	157075	273936	91151.5	102139	561329	542149	245234.5	317543	HMDB0124594	HMDB0124594
1200	774.6015	200977.0558	C43H86NO8P	-H(-)	PC(15:0/20:0)	358686	465560	31914	37692	359769	400830	349275	376290	186063	215128	HMDB0124594	HMDB0124594
1222	842.6638	16278.49811	C48H94NO8P	-H(-)	PC(16:0/24:1)	17962.5	16381	24984.5	21978	12564	13225.5	18129.5	17457.5	25909	23548.5	C09557	C09557
1181	736.5278	125630.7205	C42H76NO7P	-H(-)	PC(18:4/P-16:0)	254244.5	408026.5	102599	148396.5	54902	62770.5	178873	177214.5	123017	158744	HMDB0124594	HMDB0124594
1206	788.5592	83350.86956	C46H80NO7P	-H(-)	PC(20:5/P-18:1)	82222	311418.5	76669.5	133042.5	90840	76672.5	87513	72177.5	85713.5	95362	HMDB0124594	HMDB0124594
1214	814.5752	39265.19838	C48H82NO7P	-H(-)	PC(22:6/P-18:1)	41145	61662	56276.5	74153.5	26113	26554	58481	57276.5	38758	50578	HMDB0124594	HMDB0124594
1258	977.7087	10172.06832	C56H101NO10P	-H(-)	PC(DiMe/DiMe)	8336	6376	14239.5	12285	7997.5	8563	8752.5	7991	10388.5	9545.5	HMDB0124594	HMDB0124594
1209	802.6693	17044.85138	C46H94NO7P	-H(-)	PC(o-16:0/22:0)	19091	24287.5	28332.5	25904	13955	14329.5	19374	19690.5	20710	20248.5	HMDB0124594	HMDB0124594
1025	479.2095	12721.89258	C29H28N4O3	-H(-)	PD 123177	10667.5	9914.5	7050	7343	14230.5	11745.5	19062	21628.5	14321	12648.5	C13880	C13880
1193	762.5073	80670.87681	C43H74NO8P	-H(-)	PE(16:0/22:6)	114615.5	161280	77261.5	98948.5	64393.5	77957.5	127543	126982	80601	106330	HMDB0124594	HMDB0124594
1177	726.5442	178486.562	C41H78NO7P	-H(-)	PE(18:1/P-18:1)	226957	363766	370629.5	331963	86990.5	97150.5	239361.5	221674	185025	216553	HMDB0124594	HMDB0124594
1175	722.5125	1178766.553	C41H74NO7P	-H(-)	PE(18:3/P-18:1)	2670248.5	4356166	308352	959322.5	504723.5	599677.5	1980237.5	2026710	1139433.5	1616458	HMDB0054313	HMDB0054313
1189	756.4603	9359.653728	C43H68NO8P	-H(-)	PE(18:4/20:5)	8522	9887.5	26634.5	19841	6015	5741	9568.5	9763.5	9831.5	9205.5	HMDB0124594	HMDB0124594
1162	694.4823	60727.41946	C39H70NO7P	-H(-)	PE(18:4/P-16:0)	104609	128100.5	35965.5	43587	72982.5	56374	116795	83799	101796	83380	C19422	C19422
1224	856.6795	38233.91966	C49H96NO8P	-H(-)	PE(20:0/24:1)	97500.5	113281.5	21378	18959	34513	41351.5	47896.5	51113	40193	40511	C09557	C09557
1234	884.7105	115758.7525	C51H100NO8P	-H(-)	PE(22:0/24:1)	286020	435745.5	13532.5	13413.5	161195.5	174986	159461	161906	86282	109233.5	HMDB0124594	HMDB0124594
1233	882.6953	57446.20941	C51H98NO8P	-H(-)	PE(22:1/24:1)	158158	184889	29041.5	25913.5	50047.5	56809.5	75001	81644	51287	63608	HMDB0124594	HMDB0124594
1202	776.5597	726105.5649	C45H80NO7P	-H(-)	PE(22:4/P-18:1)	990673	1644990.5	214829	453907.5	292421	325923.5	1152449.5	1133365.5	553206.5	721322.5	HMDB0124594	HMDB0124594
1188	756.2122	7503.651852	C33H41O20	-H(-)	Pelargonidin sophoroside he...	4501.5	5036.5	7432.5	8541.5	5209.5	6138.5	5605.5	7044.5	6875	6396	HMDB0124594	HMDB0124594
38	100.0767	15020.0235	C5H11NO	-H(-)	Pentanamide	9252.5	9795.5	9464	10381	51557.5	31070.5	11828	10472.5	21030	16185	HMDB0061945	HMDB0061945
43	103.0590	18221.25361	C5H12S	-H(-)	Pentanethiol	10867.5	12222	11148.5	13279.5	44276.5	33246.5	21819	21029.5	21490	21442	HMDB0135745	HMDB0135745
546	262.9357	12012.72059	C5H12O2S5	-H(-)	Pentathiadecane dioxide	11660	13255.5	12441	12901	11971	16305	11785	15238.5	14705	14670.5	C09081	C09081
208	165.0407	187412.9853	C5H10O6	-H(-)	Pentonic acid &1	140603.5	134948.5	82921	94201.5	132190	122848.5	132060	139610	147498.5	140858.5	C07721	C07721
163	149.0456	30574.22348	C5H10O5	-H(-)	Pentose &1	21070	19883	12959	19177.5	18565.5	24256.5	36142	39379.5	33820.5	33102	HMDB0127348	HMDB0127348
857	377.1936	26038.8667	C17H26N6O4	-H(-)	Pentosidine	25055	42738.5	27527.5	29022	25141.5	22756.5	27901	35254.5	28219.5	28219.5	HMDB0094599	HMDB0094599
1087	543.2549	8936.173797	C25H40N2O11	-H(-)	Perindopril Acyl-glucuronide	7286	7036.5	5737	5329	7011	6433	7241.5	8279.5	7752.5	7034	HMDB0031114	HMDB0031114
5	61.9883	929397.7227	HNO3	-H(-)	Peroxynitrite	578262.5	1025562	859255	2228951.5	675851	372799	2685420	563522	1497499	2144691.5	C11507	C11507
1185	743.4871	27878.64348	C40H73O10P	-H(-)	PG(16:0/18:3)	22660	35571.5	27404.5	25967	44494	58104	42547.5	43405.5	27183	35678.5	HMDB0124594	HMDB0124594
1198	771.5175	206273.922	C42H77O10P	-H(-)	PG(16:0/20:3)	243182.5	338464.5	72068	115837	148802.5	178040	618660.5	632190	217976.5	268754	HMDB0124594	HMDB0124594
1196	769.5019	137218.8554	C42H75O10P	-H(-)	PG(16:0/20:4)	205482	285297	57771.5	85824.5	78021.5	93389	374655	382213.5	141917	178643	HMDB0056142	HMDB0056142
1173	717.4710	17123.1177	C38H71O10P	-H(-)	PG(16:1/16:1)	10932.5	11879.5	8803.5	9940.5	46890.5	61334	13480	12442	17613	24107.5	HMDB0050226	HMDB0050226
1208	799.5497	47173.12576	C44H81O10P	-H(-)	PG(18:0/20:3)	54150.5	70348	39797.5	50606	35879	43206	81494	83328.5	46089.5	54308	HMDB0124594	HMDB0124594
1217	817.5023	56158.35792	C46H75O10P	-H(-)	PG(18:2/22:6)	90358.5	118873.5	38710.5	50287	29297.5	34787.5	130032	131458	59824.5	75122	HMDB0124594	HMDB0124594
799	349.2017	19671.81872	C20H30O5	-H(-)	PGE2	18527.5	21510	14113	15904	17063.5	19707	20202.5	18810.5	20080	20192	HMDB0125227	HMDB0125227
1218	821.4372	13328.00992	C40H72O13P2	-H(-)	PGP(16:1/18:3)	13093.5	14104	29730.5	22241	8692	9617	17312.5	14980.5	12336	12798.5	HMDB0124594	HMDB0124594
1137	631.2807	8016.319153	C39H40N2O6	-H(-)	Phaeantharine	7608	6971.5	10147.5	9171	6933.5	6703.5	7309.5	7027.5	8921	8651.5	HMDB0114643	HMDB0114643
543	261.1346	22913.8708	C12H22O6	-H(-)	Phaseolic acid	22971	31973.5	13290.5	19097	22431	23472.5	32814.5	25759.5	28185.5	30244	HMDB0125227	HMDB0125227
355	204.1247	8030.130138	C9H19NO4	-H(-)	Phenformin &1	6356.5	21369	5283.5	7771.5	7171.5	7208.5	9388	11102	6614	10586.5	HMDB0125227	HMDB0125227
232	172.9917	183418.0549	C6H6O4S	-H(-)	Phenol sulfate	125501	126083	56874.5	76787.5	83006	83854.5	124981.5	110916	113162	112275.5	HMDB0038924	HMDB0038924
119	135.0450	583576.4041	C8H8O2	-H(-)	Phenyl acetate	688888	907525.5	492955	587194	815549.5	749631	719666	703079.5	651361.5	733951	HMDB0041010	HMDB0041010
672	305.0443	10755.9084	C11H15O8P	-H(-)	Phenyl phospho-ribofuranoside	10157.5	8826.5	7931	9127	10596	10442.5	12747	19498.5	11490	13192	HMDB0032333	HMDB0032333
393	213.0550	17976.81741	C13H10O3	-H(-)	Phenyl salicylate	14964.5	16648	15247	14426.5	17160	16597	16872.5	17503	14883	17937	CHEBI:61771	CHEBI:61771
199	161.0963	9150.056055	C11H14O	-H(-)	Phenyl-pentanone	8311.5	9524.5	6054	6614.5	8971.5	9989	9309.5	10454	8450.5	8993	C03033	C03033
76	119.0500	124703.5915	C8H8O	-H(-)	Phenylacetaldehyde	124445	148424	71807	84334	145078	156522	123241.5	117941	103222.5	141949	HMDB0134153	HMDB0134153
117	134.0604	12791.02373	C8H9NO	-H(-)	Phenylacetamide	9632.5	10197.5	9206.5	10859	9606.5	9899	10881	14519	9305.5	10699	HMDB0041010	HMDB0041010
302	192.0669	38217.63341	C10H11NO3	-H(-)	Phenylacetylglycine	110563.5	57576.5	24790.5	20881	19484	15662	74796.5	45018.5	77195	37807.5	HMDB0129405	HMDB0129405
206	164.0716	170673.8764	C9H11NO2	-H(-)	Phenylalanine	115982	201510.5	22227.5	45334.5	86771	105576	65342	76778	72791.5	94876.5	C09870	C09870
989	450.0904	13372.01498	C17H25NO9S2	-H(-)	Phenylbutyl hexosinolate	13363	15181	3172	3889	35105.5	41305.5	17320	15345.5	11410.5	13934	CHEBI:85803	CHEBI:85803
81	121.0659	30080.73394	C8H10O	-H(-)	Phenylethyl alcohol	31196.5	32822.5	21901	25193	29767.5	27259.5	29879.5	29320	29460.5	32675.5	CHEBI:18010	CHEBI:18010
606	283.1183	39095.88144	C14H20O6	-H(-)	Phenylethyl glucopyranoside	43938.5	47382.5	22500.5	25693	41751.5	40425.5	47446.5	41722	39149.5	42536	HMDB0002586	HMDB0002586
162	149.0247	24925.4232	C8H6O3	-H(-)	Phenylglyoxylic acid	23881	22364	17515	19518.5	26444	28243	22822.5	22710	23219.5	24860	C16438	C16438
1238	898.1286	7279.069203	C29H40N7O18P3S	-H(-)	Phenylglyoxylyl-CoA	7828	6360.5	6697	7268	10633	12122.5	7843.5	8347	7859	8873	HMDB0124594	HMDB0124594
250	177.0919	37817.79441	C11H14O2	-H(-)	Phenylvaleric acid	35314.5	40347.5	27852	31497	38747	39273.5	35950	36251.5	37845	37019	C11462	C11462
1120	591.2616	7165.474999	C35H36N4O5	-H(-)	Pheophorbide a	5816	5686.5	6061	6473.5	5604	5230	5423.5	6148	6930.5	5878.5	HMDB0060754	HMDB0060754
582	273.0761	13711.84141	C15H14O5	-H(-)	Phloretin	11271.5	12631.5	10689.5	10558.5	12932	14208	12730.5	12829	13928.5	11493	CHEBI:61771	CHEBI:61771
708	315.9879	8115.293043	C11H12NO4PS2	-H(-)	Phosmet	7233	8332.5	6914	9025.5	8896	8378	10418.5	10776	8147.5	9737.5	C05949	C05949
379	211.0015	16440.47952	C5H9O7P	-H(-)	Phosphinomethylmalate	15180.5	15449.5	12660	14024.5	21897	27898	15796	17261.5	18335.5	19609.5	HMDB0133198	HMDB0133198
387	211.9973	27420.75539	C4H8NO7P	-H(-)	Phosphoaspartate	6746.5	9245.5	4353	5933.5	23830	24483	13330	13104	11303.5	10771	HMDB0001032	HMDB0001032
215	168.0426	81524.36875	C4H12NO4P	-H(-)	Phosphodimethylethanolamine	71978	115641.5	41373	62576	57694	65075	151746	149353.5	79871.5	90623	CHEBI:978	CHEBI:978
276	184.0020	37840.70041	C3H8NO6P	-H(-)	Phosphoserine	33081	49254.5	4725	5272	140976	117858	46712	45412	28019	30693.5	C04746	C04746
207	165.0190	73958.61088	C8H6O4	-H(-)	Phthalate	73942.5	77748	42517.5	44490.5	85206.5	82194.5	77010	90988	82749.5	79513	HMDB0133180	HMDB0133180
1197	770.2884	7792.411207	C35H49NO18	-H(-)	Phyllanthusol B	7080.5	7522	6183	7182.5	6100	5618.5	9620	9181	8231	9083.5	HMDB0124594	HMDB0124594
713	316.2855	8916.629886	C18H39NO3	-H(-)	Phytosphingosine	9995	12992	6421.5	6919.5	7502.5	7560.5	10022	9284	8490	8859	HMDB0002586	HMDB0002586
813	355.1785	61801.44624	C19H24N4O3	-H(-)	Pibutidine &1	54169	58053	67581	90700	44883.5	48002	56564.5	51805.5	64379	62144.5	HMDB0094639	HMDB0094639
752	329.1605	21795.38984	C16H26O7	-H(-)	Picrocrocin	21423	20921	17833	16460.5	18882	19869.5	24139.5	21195	22855	22797.5	HMDB0127029	HMDB0127029
190	159.0661	88986.30147	C7H12O4	-H(-)	Pimelate	86567.5	91642.5	66037	74299.5	96420	87680	94947.5	83571	88135	91056.5	C06691	C06691
1140	637.3391	7275.03449	C37H50O9	-H(-)	Pimelea factor P2	6826	7862.5	5546	5563.5	7166	7790.5	7321	6937	6727.5	7955	HMDB0114643	HMDB0114643
98	128.0706	15888.24019	C6H11NO2	-H(-)	Pipecolate	8569.5	11187.5	6860	11062	18788	16938	11652	9846.5	13784.5	14087.5	HMDB0135798	HMDB0135798
850	372.3279	20992.39879	C25H43NO	-H(-)	Pipereicosalidine	17501.5	45624.5	13187.5	16635.5	18092.5	15004	22855.5	19862	17811.5	20256	C20483	C20483
770	334.3116	12626.29518	C22H41NO	-H(-)	Pipericine	4407.5	5522	3858	4600	4789	4786	5369	4581.5	4268.5	4258.5	C12481	C12481
35	98.0611	6573.709035	C5H9NO	-H(-)	Piperidinone	5726	6435.5	4910	4905	11102.5	10288	7028	6160	8321	7609.5	HMDB0012151	HMDB0012151
787	342.2067	7556.13668	C21H29NO3	-H(-)	Piperolein B	6379	6189	5890.5	6477	6572.5	6650	7268	6219.5	7677	6819	HMDB0127029	HMDB0127029
801	350.1631	9714.291759	C19H21N5O2	-H(-)	Pirenzepine &1	9506.5	8337	10771	10902	10079.5	8805.5	9876	10727	11773.5	11158	HMDB0127029	HMDB0127029
474	237.1350	10196894.34	C11H18N4O2	-H(-)	Pirimicarb	21037210	11616744	1438804	781472.5	19513578	20976251	19962525	20272227	14586559	11926662	CHEBI:87246	CHEBI:87246
756	330.0549	17679.8587	C15H13N3O4S	-H(-)	Piroxicam	18674	25796.5	14233	18163.5	9642	11660.5	39398.5	39837	20981.5	25178.5	C11588	C11588
906	403.1964	17742.65398	C19H32O9	-H(-)	Pisumionoside	14697	14388	12562	13176	15596	17993	25314.5	16873.5	17664.5	19040	CHEBI:17361	CHEBI:17361
780	339.2330	306999.9069	C23H32O2	-H(-)	Plastoquinone 3	12754.5	15826	12470.5	13157	12577	12977	13948	13787	19918.5	14233.5	HMDB0094599	HMDB0094599
1013	469.1358	20999.28748	C21H26O12	-H(-)	Plumieride	12319	12185.5	8502.5	9355	10252.5	11162.5	12205.5	12318.5	12288	11692	CHEBI:4551	CHEBI:4551
487	243.1236	33525.69925	C12H20O5	-H(-)	"Polyethylene, oxidized"	32756	33833	19303	22622.5	32448	32873	36880	38767	38915	35383	HMDB0000606	HMDB0000606
669	303.1609	13554.65649	C18H24O4	-H(-)	Polyprenyl-methyl-hydroxy-m...	13808.5	12569	9992	12260	12344.5	12911	14809	12820	12268	13230.5	HMDB0094599	HMDB0094599
271	183.0128	19452.32328	C8H8O3S	-H(-)	Polystyrene sulfonate	22008	23105.5	15222.5	14984.5	19931.5	16767.5	21661	20997	20092	20965.5	HMDB0128360	HMDB0128360
2	58.0059	6972.446129	C2H3O2.	-H(-)	Potassium acetate	6060.5	10698	3066.5	4089	6178.5	13554.5	6118.5	13795	4603.5	8657	#N/A	#N/A
1170	707.2090	8112.530202	C35H36N2O14	-H(-)	Pradimicin B	11880.5	7597.5	9594	9882.5	10247	10007	10306.5	8853	9879.5	8538	HMDB0060754	HMDB0060754
665	303.0515	29883.10927	C15H12O7	-H(-)	Pratenol B	41675	37330.5	19257	18646	34141	44215.5	36856.5	42720.5	35982.5	36290	C11462	C11462
1041	495.2967	8017.995003	C27H44O8	-H(-)	Pregnanediol-glucuronide	8246	5821	5690.5	5272.5	7721.5	7872	8742.5	8662.5	7395	7557.5	CHEBI:89404	CHEBI:89404
498	247.1188	16458.87536	C11H20O6	-H(-)	Prenyl hexoside	17361	16525.5	8587.5	10234.5	15747	16134	19033	17608	20050	19351.5	C05283	C05283
761	332.1622	8303.534557	C17H23N3O4	-H(-)	Primidolol	9368	11671	6852	8018.5	8102	8900	11985.5	9317	9272	9536.5	HMDB0125179	HMDB0125179
883	390.1410	8331.934565	C16H25NO10	-H(-)	Proacaciberin	11638	11001	5204	5107	6339	6879.5	17341	14871.5	8345	8088.5	CHEBI:34496	CHEBI:34496
63	114.0558	190339.1453	C5H9NO2	-H(-)	Proline	139477.5	205448	32256.5	52028.5	24491.5	25223.5	168929.5	168765.5	92120.5	102848.5	HMDB0059847	HMDB0059847
655	300.1350	9084.303927	C16H19N3O3	-H(-)	Prolyl-Tryptophan	9005	9326.5	7781	8057.5	9218.5	8327	9544.5	9667.5	8853	9837	HMDB0125227	HMDB0125227
437	227.1041	32528.23633	C10H16N2O4	-H(-)	Prolylhydroxyproline	38768.5	50222.5	15726	26498	23487	25100	45789	40030	35472	52244.5	CHEBI:89935	CHEBI:89935
4	59.0503	10631.95323	C3H8O	-H(-)	Propanol	10230.5	10586.5	9538	10312.5	10282	10913.5	11339	12207	9906.5	11524.5	HMDB0031604	HMDB0031604
667	303.0818	34136.05687	C13H21O4PS	-H(-)	Propaphos	47885	37170	20797	21833.5	42636.5	41244.5	61013	64314.5	49269	44294	HMDB0127348	HMDB0127348
12	73.0115	13610.25626	C3H6S	-H(-)	Propene-thiol	13112.5	12215	8533	11897	12109.5	11731	11960.5	11946	11502.5	11619	CHEBI:132839	CHEBI:132839
9	71.0139	96753.57989	C3H4O2	-H(-)	Propenoic acid C3:1	74896	153204	23246	29616.5	74748	218699.5	83676.5	208362	67517	164966	HMDB0041630	HMDB0041630
251	177.1280	9230.653799	C12H18O	-H(-)	Propofol	9359	9314	5778	7160	8758.5	9487	8855	9656	9592	8005.5	HMDB0062364	HMDB0062364
807	353.1604	16771.51764	C18H26O7	-H(-)	Propofol glucuronide	16356	14212	12882	13410	16068	16549.5	17515	16118	18493	17632.5	HMDB0125227	HMDB0125227
477	239.0598	230714.8507	C9H20OS3	-H(-)	Propyl (propylsulfinyl)prop...	262452	223614	121567.5	126422	243307	245064	233570	235756	216986.5	215634.5	HMDB0137503	HMDB0137503
242	175.0612	78610.89647	C7H12O5	-H(-)	Propylmalate	46018	35930	20977.5	27094.5	342531	205946.5	56161.5	41873	113773	89538.5	HMDB0135745	HMDB0135745
121	135.0811	28228.39123	C9H12O	-H(-)	Propylphenol	27141.5	28714.5	22628.5	26868	28249	28365	32148	27517	27489	32034.5	HMDB0032463	HMDB0032463
1051	505.0922	18973.89185	C30H18O8	-H(-)	Protohypericin	26483.5	31974	12192	11348.5	16662.5	35734	22303.5	37194	16532	24538.5	HMDB0031114	HMDB0031114
1099	559.1240	31153.72611	C30H24O11	-H(-)	Prunus inhibitor b	63978.5	35754	7425.5	7316	53563	58729	53152.5	54921	37209.5	33366.5	CHEBI:88431	CHEBI:88431
1176	726.4358	6191.143159	C38H66NO10P	-H(-)	PS(14:1/18:3)	9663	12564	4989.5	5195	4517	5578.5	6902.5	7501	6214	7510	HMDB0051284	HMDB0051284
1180	734.4973	14238.86135	C38H74NO10P	-H(-)	PS(16:0/16:0)	12658.5	12247	38921.5	30627	22577	15987.5	12168.5	12632	11711	12891.5	HMDB0124594	HMDB0124594
1190	760.5129	51486.27213	C40H76NO10P	-H(-)	PS(16:0/18:1)	47208	83909.5	74967.5	106578.5	55289	52444	80939.5	69352.5	53303.5	68611.5	HMDB0124594	HMDB0124594
1205	784.5139	71143.74147	C42H76NO10P	-H(-)	PS(16:0/20:3)	106364.5	156106.5	98892.5	114372.5	36498.5	39015	122851	106441	74811	94097.5	HMDB0124594	HMDB0124594
1003	463.1603	15599.06855	C23H28O10	-H(-)	PSF-A	17869	17211	10230.5	11144.5	14117	16083	16414.5	14861.5	15954	15156	CHEBI:88431	CHEBI:88431
922	409.1857	18886.95814	C21H30O8	-H(-)	Pteroside A	20118	23860	24882.5	26215.5	17672.5	15084.5	21875	16812	24199	20925.5	HMDB0125227	HMDB0125227
887	393.1926	12187.34589	C21H30O7	-H(-)	Pteroside Z	12080	11307.5	9460	9746.5	12093	12759.5	13187.5	11345.5	14275	13294	HMDB0060164	HMDB0060164
458	231.1380	9789.330708	C15H20O2	-H(-)	Pterosin O	10414	10603.5	6316	7593.5	10073.5	10537	10725	9708.5	11488.5	9486.5	HMDB0056142	HMDB0056142
284	187.0356	46449.56839	C6H8N2O5	-H(-)	Pydanon	25361	17343	73747	68437.5	25975.5	23508	27720	22239	46512	39290.5	C06674	C06674
406	216.0889	12446.96096	C10H19NS2	-H(-)	Pymetrozine &1	11500.5	9129	5826	7518.5	19037.5	29544.5	12690	13129	17271.5	20001	HMDB0094599	HMDB0094599
213	166.0509	18252.96917	C8H9NO3	-H(-)	Pyridoxal	19278	16963	13382.5	14307.5	16763	16276.5	15978	15666	15615.5	19163.5	C17496	C17496
217	168.0905	5510.773396	C8H13N2O2	-H(-)	Pyridoxaminium(1+)	3720.5	5482.5	2694	2641.5	7413	6414.5	4897	4745	4755	5225	CHEBI:978	CHEBI:978
268	182.0466	23294.00477	C8H9NO4	-H(-)	Pyridoxate	19731	24733.5	15467.5	16234.5	17919	16538	29555.5	22284.5	25267	21323	HMDB0000186	HMDB0000186
204	164.0361	14190.8142	C8H7NO3	-H(-)	Pyridoxolactone	12481	13227.5	8651	11261	13122	12642.5	14897	14067	13557	14252	CHEBI:61771	CHEBI:61771
290	188.9863	129314.9893	C6H6O5S	-H(-)	Pyrocatechol sulfate	85087.5	91730.5	64776.5	72610.5	84187.5	76612	78924.5	89915.5	92772	84711.5	HMDB0137293	HMDB0137293
88	125.0243	85573.69	C6H6O3	-H(-)	Pyrogallic acid	69218.5	83728	58466.5	66317	73037	75185.5	94657	123973	75250.5	79818	CHEBI:132843	CHEBI:132843
270	182.9926	32479.92548	C7H4O6	-H(-)	Pyrone-dicarboxylate	31980	39670	23346	25840	28652	38761	30667	37171	29822.5	37152.5	HMDB0010701	HMDB0010701
57	112.0402	34838.00082	C5H7NO2	-H(-)	Pyrroline carboxylic acid	26380.5	20768	16111.5	18197	90568.5	81098	37200	35893.5	48288	41740	HMDB0041573	HMDB0041573
299	191.0564	55790.32417	C7H12O6	-H(-)	Quinic acid	34173	26336	12712.5	20437	181495	54769.5	37175.5	71650.5	98015	47249.5	HMDB0030763	HMDB0030763
212	166.0146	17107.63223	C7H5NO4	-H(-)	Quinolinate	13333	13411.5	10847	11263.5	12883.5	14073	15139	14251	16904	16461	HMDB0039974	HMDB0039974
1263	1013.5689	10228.69282	C52H86O19	-H(-)	Quinquenoside I	9235	10724	12868	11976	7691.5	8928.5	12465	11398.5	13974.5	14302	HMDB0124594	HMDB0124594
1261	987.5523	11339.26587	C50H84O19	-H(-)	Quinquenoside III	11809.5	11801.5	16741.5	15704	7763	9435.5	12715.5	12915	15938.5	16073	HMDB0124594	HMDB0124594
152	146.0820	25261.21067	C6H13NO3	-H(-)	"R,3R,4R)-Amino-hydroxy-meth..."	25140.5	16311	4815	6319.5	47346	48341.5	20272	16356	23005.5	23735	C03741	C03741
789	345.1552	19661.67252	C16H26O8	-H(-)	"R,3S,4S,6R)-Dihydroxyfencho..."	14853.5	13146	10567	11113	50611	15687	15686	14185.5	19551.5	14903	HMDB0127029	HMDB0127029
521	255.0505	21458.79657	C11H12O7	-H(-)	"R,3S)-Piscidic acid"	25472	21380.5	14573	15287	23143.5	22860.5	24013.5	27928.5	23753.5	22282	HMDB0125227	HMDB0125227
500	248.9481	31537.79048	C3H7O9PS	-H(-)	R)-O-Phospho-sulfolactate	29203.5	42147	15112.5	18234.5	23183	54547	28081.5	49824	25822.5	55308.5	C19800	C19800
1248	949.4297	14087.97799	C44H70O22	-H(-)	Rebaudioside C	17989.5	13809	29866.5	29958.5	11118	11462	16460.5	15566	17163.5	16338	HMDB0124594	HMDB0124594
1136	625.2676	6729.459424	C35H38N4O7	-H(-)	Red chlorophyll catabolite	7176.5	6175.5	5467	5436	7238	9313.5	7143.5	6942.5	6933	6682.5	HMDB0114643	HMDB0114643
680	307.0275	19661.87168	C14H12O6S	-H(-)	Resveratrol sulfate	15838.5	18508	12271	15928.5	17094.5	15638.5	18163	23878	16200	18525	HMDB0010330	HMDB0010330
1061	516.3161	10331.66649	C30H47NO4S	-H(-)	Retapamulin	15793.5	15211.5	6244	5755	10545	12413.5	16268.5	14301.5	11500.5	11260.5	HMDB0040462	HMDB0040462
652	299.2013	39575.35365	C20H28O2	-H(-)	Retinoic acid	33431	36945.5	24395.5	27180.5	36333	33826.5	38140.5	39569.5	36223	35845.5	CHEBI:87246	CHEBI:87246
686	308.9790	24394.91473	C5H12O11P2	-H(-)	Ribose bisP	28146	27414.5	11781	13474.5	13515	16049.5	21810	22176	22626.5	20248	HMDB0040462	HMDB0040462
