ionIdx	ionMz	ionAverageInt	ionTopFormula	ionTopIon	ionTopName	D1 LG	D1 HG	D2 LG	D2 HG	D3 LG	D3 HG	D4 LG	D4 HG	D5 LG	D5 HG		
677	306.0505	15999.69197	C9H14N3O7P	-H(-)	dCMP	14654.5	17032	12759.5	17797.5	15433	17938	26837.5	26426	17814.5	21666	C02242	C02242
824	360.1303	7949.463098	C15H23NO9	-H(-)	De-O-methylsimmondsin	7621.5	8273	5115	6442.5	6212	10104	6987.5	9169.5	7319.5	8193	HMDB0033620	HMDB0033620
779	339.1441	19725.03628	C17H24O7	-H(-)	Deacetylneosolaniol	14650.5	14240.5	10135	10614	16934	20587.5	17209	16676	17070	17825	HMDB0094599	HMDB0094599
490	244.0843	20675.33669	C11H11N5O2	-H(-)	Debromohymenialdisine	17949.5	24626.5	14157	17912	23019	30142	34940.5	35655	27694	29881	CHEBI:88775	CHEBI:88775
229	171.1390	359800.88	C10H20O2	-H(-)	Decanoic acid (FA10:0)	353418	401771	268912	294971	356939.5	343134.5	330044.5	333665.5	332208	347724	HMDB0132969	HMDB0132969
1242	920.2430	10621.84761	C31H54N7O17P3S	-H(-)	Decanoyl-CoA (n-C10:0CoA)	14445.5	12313	8812	9142	12334.5	11653.5	16651.5	17420	14718	13206	HMDB0124594	HMDB0124594
441	228.1608	47553.30019	C12H23NO3	-H(-)	Decanoylglycine	23892.5	24957.5	16287	18254	22583	23864.5	24080	23089	23455	31087.5	HMDB0031130	HMDB0031130
849	372.1001	19140.87296	C21H15N3O4	-H(-)	Deferasirox	22511.5	49688	15340	18626	22887.5	17578.5	28001	21941	23493.5	24898.5	C20483	C20483
23	86.0245	9571.71727	C3H5NO2	-H(-)	Dehydroalanine	8654.5	10659.5	6853.5	7229	8651.5	7796.5	9990.5	8456	9039	7485.5	C09921	C09921
192	159.0906	9239.421775	C7H14NO3	-H(-)	Dehydrocarnitine	6806.5	7417.5	6296	7053	17967.5	16178.5	11670.5	7683.5	10493.5	9713.5	CHEBI:89935	CHEBI:89935
838	367.1585	102208.495	C19H28O5S	-H(-)	Dehydroepiandrosterone sulfate	10381	12311	6832.5	7625	8967	13288	11181.5	11631.5	16425	11391.5	C04574	C04574
628	289.1438	12460.71841	C17H22O4	-H(-)	Dehydrogingerdione	11571.5	11690.5	8805	10263.5	12119	11777.5	13074.5	10976	12813.5	13160.5	HMDB0133719	HMDB0133719
996	457.1247	10955.17966	C22H22N2O9	-H(-)	Dehydrooxytetracycline	9845	10125	15566	17602.5	10742	10373	10797	10402	11882.5	12621.5	HMDB0013493	HMDB0013493
292	189.0406	96032.85644	C7H10O6	-H(-)	Dehydroquinate &1	113115.5	85692	44311	56730	112430.5	102634.5	108388.5	100670.5	124362	111299	CHEBI:16104	CHEBI:16104
687	309.1508	14638.17324	C20H22O3	-H(-)	Dehydrosalvipisone	13997.5	13711.5	9508	11819.5	12483	14736.5	15929.5	18888.5	14404.5	21326	CHEBI:79053	CHEBI:79053
1009	466.2822	10679.31002	C25H41NO7	-H(-)	Delsoline	7063	24967.5	4844.5	7657.5	12032	21945	10681.5	8004.5	8739.5	16162.5	HMDB0114410	HMDB0114410
61	113.0603	43541.73999	C6H10O2	-H(-)	Delta-Hexanolactone	37814	43681.5	27449	31901.5	48748	43436.5	38424.5	38888	40738	43531.5	HMDB0031514	HMDB0031514
1024	479.0617	10814.40942	C24H16O11	-H(-)	Demethylpradinone II	13241.5	15410	6092.5	5692.5	12821	21294	13484	21822	10011	13589.5	C13880	C13880
541	261.0017	25426.99267	C6H15O5PS2	-H(-)	Demeton-methylsulphon	19158.5	23119.5	14575.5	17724.5	23295.5	23544.5	22064.5	25114	19581.5	21737.5	HMDB0036881	HMDB0036881
988	449.3629	17869.90263	C28H50O4	-H(-)	Deoxocastasterone	4740.5	4511.5	4258.5	3787.5	4000.5	4887	4584	4365.5	5097	4563.5	CHEBI:78261	CHEBI:78261
1001	461.3629	11098.92761	C29H50O4	-H(-)	Deoxohomodolichosterone	8143.5	9864	6106.5	6912.5	8535	8593	12205.5	12874	7955.5	10472	HMDB0056142	HMDB0056142
709	316.1155	10752.80454	C12H19N3O7	-H(-)	Deoxy-hexosyl)histidine	7724.5	8607.5	5086.5	6062.5	21301	22253.5	10654	11150.5	12098.5	14829.5	HMDB0129387	HMDB0129387
737	326.1256	8467.406233	C15H21NO7	-H(-)	Deoxy-hexosyl)phenylalanine	8507.5	7830	4697.5	5526	7055.5	7862.5	9651.5	7532.5	12494.5	7817.5	HMDB0030993	HMDB0030993
637	292.9831	62104.43448	C5H12O10P2	-H(-)	Deoxy-ribose bisP	66007	67485.5	43063	53417	64882.5	66101.5	69673	66236	64744.5	70144	HMDB0062313	HMDB0062313
986	448.3065	32561.82038	C26H43NO5	-H(-)	Deoxycholic acid glycine co...	4735	4929.5	4403	4453.5	5547	5199.5	5610.5	5628	6968	4928	CHEBI:78261	CHEBI:78261
203	163.0612	139673.5862	C6H12O5	-H(-)	Deoxyhexose &1	33932	37880.5	25808	35167.5	39887	41371.5	48317	37201	49290	44422.5	C03848	C03848
851	373.1499	26497.20438	C17H26O9	-H(-)	Deoxyloganin	23687	32558.5	25569	29377.5	21083	22461	27035	26119.5	26933.5	25114	HMDB0112223	HMDB0112223
847	371.2443	13434.21457	C20H36O6	-H(-)	Deoxyoleandolide	12833	13499	12315.5	11955.5	11202.5	12589	13534	13303.5	14362	12188.5	HMDB0127029	HMDB0127029
113	133.0504	36613.04289	C5H10O4	-H(-)	Deoxyribose	30436	30237	16082.5	21676	39157.5	44776	40371	32124	36622.5	36747.5	HMDB0037527	HMDB0037527
419	220.0840	19306.55869	C9H11N5O2	-H(-)	Deoxysepiapterin	30938	22065.5	8399.5	8891	28372.5	32613	29587.5	30956	24597	24637	CHEBI:31174	CHEBI:31174
1091	547.0727	28535.84004	C16H26N2O15P2	-H(-)	Deoxythymidine PP-l-rhamnose	20268.5	17565.5	6108.5	7826.5	107786	120134	13352	21464.5	27973.5	37681	C20149	C20149
930	413.1404	33333.43989	C19H22N6O3S	-H(-)	desalkyl delavirdine	31835.5	42811.5	64409	70257	30565.5	25613.5	36894.5	28137.5	50021.5	38105	HMDB0127029	HMDB0127029
968	432.2033	223581.7655	C23H31NO7	-H(-)	Dextrorphan O-glucuronide	239660	275427	512468	534697.5	226609.5	185606	272242.5	200221.5	326336	326421.5	HMDB0007933	HMDB0007933
1146	647.5622	10554.56696	C41H76O5	-H(-)	DG(14:1/24:1/0:0)	7726	10421.5	41411	25887	7716.5	7103	7938.5	8200	9184.5	9194.5	HMDB0060754	HMDB0060754
1113	575.4672	46076.93276	C36H64O5	-H(-)	DG(15:0/18:3/0:0)	24249	29288	7843.5	16691.5	19385.5	21827.5	24768.5	25245	30309.5	22796.5	HMDB0060754	HMDB0060754
1112	573.4518	34703.28648	C36H62O5	-H(-)	DG(15:0/18:4/0:0)	12519.5	12539	6937.5	8291	8799	10310.5	11738.5	11763.5	14138	11230	C19422	C19422
1153	665.6083	11557.17426	C42H82O5	-H(-)	DG(15:0/24:0/0:0)	15220.5	25614	23952.5	21815.5	8521.5	8460.5	9555.5	9755.5	11248	12094.5	C19422	C19422
1149	659.4675	8252.078354	C43H64O5	-H(-)	DG(18:4/22:6/0:0)	8050	10028.5	6669.5	7832.5	9520	7879	10113	9126.5	8414.5	8924	CHEBI:89926	CHEBI:89926
848	371.2794	11446.91568	C21H40O5	-H(-)	DG(8:0/10:0/0:0)	10739.5	13229	10989.5	11335.5	10431	10344.5	13159.5	11010.5	12354.5	11571	HMDB0094599	HMDB0094599
980	441.3575	6611.542709	C26H50O5	-H(-)	DG(8:0/15:0/0:0)	4978	4583.5	4647.5	4828	4388	4947	4517.5	4704.5	5330	4535.5	CHEBI:88431	CHEBI:88431
60	113.0436	9924.977813	C6H10S	-H(-)	Di-propenyl sulfide	8387.5	12358	4976	4785	11059	17715	9680	15278.5	8659.5	14425.5	CHEBI:75972	CHEBI:75972
417	219.1387	15515.67745	C14H20O2	-H(-)	Di-tert-butylbenzoquinone	17580	16884.5	13490	13584.5	17062	14869	16495.5	17044.5	14502.5	16995	HMDB0140674	HMDB0140674
444	229.1084	32886.26775	C12H22S2	-H(-)	Dicyclohexyl disulfide	31066	30588	25872	28909.5	30070	30665	35784	28913	35838.5	35103	CHEBI:88775	CHEBI:88775
353	203.0926	45013.11516	C9H16O5	-H(-)	"Diethyl (2R,3R)-methyl-hydr..."	45363	43307.5	24940	31405.5	41493	41412.5	51835.5	45318.5	54619.5	48886	HMDB0094463	HMDB0094463
343	201.0772	82120.68284	C9H14O5	-H(-)	Diethyl oxalpropionate &1	88792	83045.5	53666.5	63478	89285	85917	103538.5	85652	102160.5	107274	HMDB0133719	HMDB0133719
46	105.0550	13277.35046	C4H10O3	-H(-)	Diethylene glycol	11262.5	12564	9648.5	15238	10996	10275.5	14706.5	10471	12032.5	15374.5	HMDB0132807	HMDB0132807
249	177.0764	13662.18306	C7H14O5	-H(-)	Digitalose	13733.5	13220.5	7188.5	10256.5	14294	14954	16306.5	14866	17680	15724.5	HMDB0128360	HMDB0128360
881	387.2187	10030.29858	C23H32O5	-H(-)	Digoxigenin	10025.5	9647.5	8790.5	9126	9622	11039	10142.5	9278.5	11447.5	10373	HMDB0035480	HMDB0035480
1204	779.4235	11177.42034	C41H64O14	-H(-)	Digoxin	11506.5	12668.5	8629	10120	8203.5	9112	13237	13800.5	10281	12138.5	HMDB0124594	HMDB0124594
825	361.2372	14589.93244	C22H34O4	-H(-)	DiHDPA	15161	16997.5	10002	12126.5	14305	13994.5	14935.5	15128	13575.5	15691	HMDB0125227	HMDB0125227
777	337.2372	19049.71658	C20H34O4	-H(-)	DiHETrE	17289	23416	10867.5	10355	15611.5	20205.5	18213	22573	17162	17641	HMDB0094599	HMDB0094599
798	348.2905	5049.815592	C22H39NO2	-H(-)	Dihomo-gamma-Linolenoyl eth...	3301	4063	3674.5	3455	3946	4031.5	3991.5	3735.5	4136	3989	HMDB0125227	HMDB0125227
818	357.2642	9099.561859	C20H38O5	-H(-)	Dihydro PGF-1a	9660.5	7628.5	6234.5	6723	8518	9116.5	9266	9014	8333.5	8204	C12481	C12481
547	263.0053	57023.91153	C10H16S4	-H(-)	Dihydro-(methyl-pentenyl)-1...	62947.5	68821	47757.5	44812	56709	57699.5	62967.5	64717	62070	62679	HMDB0137311	HMDB0137311
333	199.0613	49643.44657	C9H12O5	-H(-)	Dihydro-(methyl-pentenyl)-d... &1	48144	49697.5	35503	40053.5	48306	55249	63930.5	66944	57946.5	65906.5	HMDB0112223	HMDB0112223
314	195.1393	54830.74422	C12H20O2	-H(-)	Dihydro-(octenyl)-2(3H)-fur...	59473.5	68081.5	42749	49351.5	58511	56938	58774	55141	54238	57297	HMDB0010701	HMDB0010701
34	97.0773	11871.64626	C5H10N2	-H(-)	Dihydro-dimethyl-1H-imidazole	12651	12611.5	11249	10744.5	12160.5	11989	13016	13091	13207	12248	HMDB0129381	HMDB0129381
93	127.0399	62935.28434	C6H8O3	-H(-)	Dihydro-dimethyl-furandione	62559.5	66105	43684.5	54448.5	63433.5	64360	67106	58082.5	59301	68940.5	CHEBI:27565	CHEBI:27565
542	261.1127	16200.82709	C15H18O4	-H(-)	Dihydro-methoxy-[(methoxyph...	19572	16576.5	10059.5	12137	18623	19385.5	23152	19845.5	18807.5	17226.5	HMDB0094599	HMDB0094599
627	289.1071	13485.23513	C16H18O5	-H(-)	Dihydro-methoxyyangonin	14379	12549	8569	9046.5	13409	14333	13506.5	12113.5	15309.5	13752	HMDB0133719	HMDB0133719
607	283.1551	31624.20062	C15H24O5	-H(-)	dihydroartemisinin	31891	35455.5	18772.5	21329.5	28962	31199.5	32936.5	30029	30948.5	30965	HMDB0012459	HMDB0012459
522	255.0669	17955.79558	C15H12O4	-H(-)	Dihydrodaidzein	15049.5	16767.5	14135	14663	16864	18338.5	17847	17354	19398.5	20059.5	CHEBI:28873	CHEBI:28873
1002	462.1774	6706.198895	C23H29NO9	-H(-)	Dihydroisomorphine-glucuronide	5235	5514.5	4195	4351	5994	4970.5	5778	5276.5	5562	5854	CHEBI:88431	CHEBI:88431
361	206.0674	11472.49311	C8H17NOS2	-H(-)	Dihydrolipoamide &1	11873.5	10456	4618.5	5071	9640	26336.5	10775.5	10235	9345.5	16051	HMDB0036680	HMDB0036680
47	107.0355	10517.31321	C3H8O4	-H(-)	Dihydroperoxypropane	9773.5	10320.5	5724	7834.5	9437.5	14809.5	10312	14678.5	8462.5	16437.5	HMDB0140956	HMDB0140956
586	274.1454	9396.110751	C16H21NO3	-H(-)	Dihydropiperlonguminine	14904.5	11322	7575	6567	9862.5	10066.5	11607.5	9659	10228	9570.5	HMDB0133719	HMDB0133719
1031	481.1251	13362.29353	C18H23N6O8P	-H(-)	Dihydropterin-yl)methyl]-(r...	11867	17022.5	10129.5	9392.5	11632	20213.5	16684.5	29630	10453	13948.5	CHEBI:85803	CHEBI:85803
492	245.0788	16104.06494	C9H14N2O6	-H(-)	Dihydrouridine	13722.5	13300	10051.5	11807	15460	15785.5	15320.5	13680.5	14893.5	14367	HMDB0094599	HMDB0094599
1077	533.2603	9862.404148	C25H42O12	-H(-)	Dihydrovomifoliol [rhamnosy...	11390	10831	7383.5	9654.5	9415.5	8428.5	12062	9396.5	12436	10560.5	HMDB0031114	HMDB0031114
886	391.2851	38923.92198	C24H40O4	-H(-)	Dihydroxy-cholanoic acid	10484.5	14650	11215.5	12304.5	12105	13795	18164	15663.5	16409	15295	C08318	C08318
907	403.3576	6324.253339	C27H48O2	-H(-)	Dihydroxy-cholestane	5764	6174.5	4803	5281.5	6181.5	6330	5705.5	5528	5734.5	5995.5	HMDB0127029	HMDB0127029
732	325.1085	16486.10019	C19H18O5	-H(-)	Dihydroxy-methoxy-prenylxan...	22961.5	16878.5	10694.5	9007.5	19098	20400.5	21392	20880.5	19922	18225.5	C11588	C11588
731	325.0361	53239.31106	C17H10O7	-H(-)	dihydroxy-oxo-dioxatetracyc...	38589	43358.5	44652	51330	46501	38839	53487.5	45566	39638.5	49277.5	C04230	C04230
317	196.0610	16677.8701	C9H11NO4	-H(-)	Dihydroxy-Phe	14036.5	14898	10476	13050	15453	16599	19361	20645	18112.5	18619	HMDB0030993	HMDB0030993
940	417.3362	8428.134641	C27H46O3	-H(-)	Dihydroxycholesterol	8304.5	9146.5	4779.5	5281.5	6371.5	9574	8885	10176	7548.5	7935.5	HMDB0125227	HMDB0125227
246	177.0204	22850.08674	C9H6O4	-H(-)	Dihydroxycoumarin	18424	15911.5	14012.5	13929.5	16103	15222.5	18983	20139.5	18408.5	20005.5	C09350	C09350
402	215.0180	25542.87067	C12H8O2S	-H(-)	Dihydroxydibenzothiophene	21507	22251	19637	20740.5	23854.5	26114	23690	25723	24417	28882	CHEBI:88775	CHEBI:88775
622	287.2233	20199.45142	C16H32O4	-H(-)	Dihydroxyhexadecanoic acid	19822	17230	12728	12997	17829.5	17198.5	19951.5	19010.5	19797	17823.5	HMDB0029363	HMDB0029363
272	183.0288	42756.98048	C8H8O5	-H(-)	Dihydroxymandelate	47181	49571.5	23966.5	27200.5	43527.5	41486.5	50185.5	47768	41646.5	38290	HMDB0128360	HMDB0128360
220	169.0501	42127.05977	C8H10O4	-H(-)	Dihydroxyphenylglycol	39834	44318.5	29237.5	32460.5	41551.5	36776.5	45666	42220.5	40735.5	41436	HMDB0127029	HMDB0127029
176	155.0014	57207.36478	C3H8O5S	-H(-)	Dihydroxypropane-sulfonate	75488.5	63514	36107.5	39863.5	65141	62086.5	75958	76242	83256	74165	CHEBI:15409	CHEBI:15409
934	415.3213	14986.3443	C27H44O3	-H(-)	Dihydroxyvitamin D	10749	12504.5	10091	10502	9177	9486	10012	10242.5	11217.5	10933.5	HMDB0125227	HMDB0125227
1088	544.2258	6750.177122	C22H35N5O11	-H(-)	Dihydrozeatin-hexoside-O-he...	5185	7115.5	5252.5	5857	4562	6282.5	6659	6797.5	6479.5	5617.5	HMDB0031114	HMDB0031114
729	324.0732	27682.55488	C14H15NO8	-H(-)	Dihyroxy-1H-indole glucuron...	37268.5	28888.5	7565	7609	38681	33845.5	89984.5	35244	34540.5	37474.5	C15343	C15343
73	117.0749	19344.21521	C6H14S	-H(-)	Diisopropyl sulfide	11554.5	14597	8393	11195	15405	14557.5	11440.5	10495	13026.5	13219.5	HMDB0032457	HMDB0032457
301	191.1448	7994.02665	C13H20O	-H(-)	Diisopropyl-methylphenol	8864.5	7927.5	5454	6084.5	10049.5	8421	9289.5	11307.5	8735	7807.5	HMDB0129405	HMDB0129405
583	273.0969	20381.40216	C12H18O7	-H(-)	Dikegulac	23106.5	22038	13061.5	13886	19004	19056.5	27762.5	25814	23870	20074.5	HMDB0133719	HMDB0133719
469	235.0611	23019.9501	C12H12O5	-H(-)	Dillapional	27185.5	23374.5	18950.5	20119.5	23476.5	22152	28083	26284	26788.5	25042.5	HMDB0094599	HMDB0094599
313	195.1030	29097.57252	C11H16O3	-H(-)	Dimethoxy-propylphenol	23970	26763	18196.5	22462.5	26299.5	24621.5	26659	24323.5	24252	25500	C06019	C06019
822	359.1345	16041.25102	C16H24O9	-H(-)	Dimethoxyphenyl)-ethanediol...	15722.5	15121	8390.5	9718	16592	19968	15623.5	17403.5	16198	17189	HMDB0125227	HMDB0125227
882	389.0734	10981.19738	C15H18O12	-H(-)	Dimethyl galloylgalactarate	11520.5	12743.5	7403	8305	12632.5	17115.5	12404.5	14072.5	10284.5	12885.5	HMDB0035480	HMDB0035480
84	123.0812	32059.82907	C8H12O	-H(-)	Dimethyl-cyclohexen-one	30112.5	33455.5	31242.5	34396.5	29886.5	28566	27420.5	26428.5	32136.5	28422	HMDB0034160	HMDB0034160
912	405.3366	12449.20113	C26H46O3	-H(-)	Dimethyl-pentyl-furanpentad...	14617.5	13108.5	9747	8411	14601	13855	14016	14413.5	13308.5	14191.5	HMDB0094599	HMDB0094599
829	363.1972	11290.02287	C24H28O3	-H(-)	Dimethyl-propenyl)-(methyl-...	12280	10220	10240	10488.5	11743	11998.5	12550.5	11245	12979	11595.5	HMDB0000169	HMDB0000169
657	300.2182	9910.861295	C16H31NO4	-H(-)	Dimethylheptanoyl carnitine	9122	8413.5	5932	7050.5	8389.5	8101	39866	8710.5	8140.5	7543	HMDB0094599	HMDB0094599
136	143.0352	68872.31291	C6H8O4	-H(-)	Dimethylmaleate	53567	87442	35017.5	40731.5	57684	112430	56996	145595	54259	93858.5	HMDB0039819	HMDB0039819
750	329.0673	25248.41097	C17H14O7	-H(-)	Dimethylquercetin	24948.5	32821.5	24508	30920	13104.5	13190.5	50274.5	52491	28361	31865.5	HMDB0032463	HMDB0032463
545	262.0731	38641.24114	C14H17NS2	-H(-)	Dimethylthiambutene	67757.5	46692.5	14233	12349	66608	68762.5	63677	64732.5	48380	47094.5	HMDB0125227	HMDB0125227
391	213.0156	32990.91775	C7H6N2O6	-H(-)	Dinitroguaiacol	14584.5	15833	12097.5	14136.5	17947	20718	15664	21700.5	20773	28428.5	CHEBI:44247	CHEBI:44247
408	217.0152	56804.35774	C11H6O5	-H(-)	Diphenyl disulfide &1	45004	49303.5	37333	44260	42898	46617.5	51300.5	48506	42258	50718.5	HMDB0127029	HMDB0127029
861	379.0832	133219.082	C21H16O7	-H(-)	Diphyllin	45002	49240.5	59235.5	28101.5	41162	60624	60988.5	1355479.5	64793	55347	HMDB0127029	HMDB0127029
427	223.0977	26685.30568	C12H16O4	-H(-)	Diplosporin	27746.5	28882.5	19460	20078.5	26565	26723	26650.5	26087	28075.5	25760	HMDB0125227	HMDB0125227
784	341.1089	46820.18505	C12H22O11	-H(-)	Disaccharide	30239.5	71258	32695	31922.5	29894	50721	54484	117964.5	55717	58253.5	HMDB0002586	HMDB0002586
561	267.0881	21824.18836	C14H12N4O2	-H(-)	Disperse Blue 1	27621.5	24946.5	19035.5	16675.5	23012.5	22619	26537.5	26689.5	26680	26222	HMDB0035729	HMDB0035729
581	273.0209	11655.12828	C8H19O2PS3	-H(-)	Disulfoton	13571	12526.5	9069	9642	12892	13499	12883	13083	10998	11552.5	CHEBI:61771	CHEBI:61771
773	335.2958	8903.549286	C22H40O2	-H(-)	Docosadienoate (22:2n6)	9237.5	9630	6725.5	9821.5	7372.5	8649	9675	10599	7876	9238	HMDB0032870	HMDB0032870
768	333.2799	10234.28391	C22H38O2	-H(-)	Docosatrienoic acid	9741	13622	6013	10224.5	6390	7588	11495	12533	8201.5	10038.5	HMDB0133719	HMDB0133719
331	198.1870	6665.020725	C12H25NO	-H(-)	Dodecanamide	5062	5312.5	5337.5	5255	5151	4754	5474	4747	4736.5	5956	C04861	C04861
446	229.1449	47750.75802	C12H22O4	-H(-)	Dodecanedioic acid	42603.5	43485.5	33522	37118.5	42133	41992	43331.5	41605	45210	48317.5	HMDB0029987	HMDB0029987
336	199.1705	435798.1904	C12H24O2	-H(-)	Dodecanoic acid (FA12:0)	435421.5	502796.5	302580.5	329111.5	457617	465653.5	428739.5	428848.5	406780	423304	HMDB0129387	HMDB0129387
258	179.1437	11754.72213	C12H20O	-H(-)	Dodecatrien-ol	11747.5	13464	9076.5	9719	11285	11191.5	12819.5	12375.5	10913.5	12879	HMDB0112232	HMDB0112232
315	195.1756	7169.127423	C13H24O	-H(-)	Dodecenal	7409	7383	5859	7096.5	7607.5	6958	6661	6977	5906.5	6611.5	CHEBI:88750	CHEBI:88750
275	183.1751	10180.17457	C12H24O	-H(-)	Dodecylaldehyde	9938.5	11170.5	8248.5	7044	9974.5	9820.5	10440.5	9818	15233.5	10001	HMDB0129405	HMDB0129405
733	325.1843	271733.6953	C18H30O3S	-H(-)	Dodecylbenzenesulfonic acid	269869	267140.5	125494.5	162902.5	175571	262743.5	263483	323980	202872	427757	HMDB0125227	HMDB0125227
389	212.0563	9180.503733	C9H11NO5	-H(-)	Droxidopa	9080	8257.5	5219.5	7035.5	10410.5	13851	8594	7969	8897	10525	C17667	C17667
1100	561.0885	8473.124358	C17H28N2O15P2	-H(-)	dTDP-dimethyl-lyxose	6708	7332	9449.5	8140.5	7145	11743.5	8256.5	24818	7372	8811.5	HMDB0056142	HMDB0056142
1073	529.0640	10417.98536	C16H24N2O14P2	-H(-)	dTDP-oxo-dideoxy-hexose	11396.5	10209.5	8568	8634	15995	17020.5	12944	21889.5	10502	11601.5	HMDB0060754	HMDB0060754
1059	515.0836	8140.836097	C24H20O13	-H(-)	dTDP-rhodinose &1	7720.5	7232.5	10665.5	12480	8604.5	9861.5	8635.5	9045	8696	8281	HMDB0040462	HMDB0040462
681	307.0332	16761.87766	C9H13N2O8P	-H(-)	dUMP	13653	15156.5	12980.5	15577.5	16149	15767	16573.5	17630.5	15202	17667	HMDB0133719	HMDB0133719
454	231.0495	24941.17893	C13H12O2S	-H(-)	"E,11Z)-[(Methylthio)-penten..."	24717	23674.5	15260	17309.5	25280	24141	30662.5	26810.5	26303	28110.5	HMDB0132661	HMDB0132661
341	201.0048	14012.30747	C7H6O7	-H(-)	"E,3E)-Hydroxybuta-diene-1,2..."	16324	15108.5	8965	7703.5	14782	17032	15957.5	16570	14297.5	13902.5	HMDB0002586	HMDB0002586
1078	534.4888	36478.08257	C34H65NO3	-H(-)	"E,8E)-dihydroxyoctadeca-die..."	69824	111765	16451	35541	34955	39968.5	45584	49718	37879	47267	CHEBI:85803	CHEBI:85803
643	295.0291	24219.0829	C13H12O6S	-H(-)	E)-(oxo-1H-isochromen-yl)bu...	37575.5	18771	15743	10597	35762	30560	37611.5	31883	35309.5	27696	HMDB0002586	HMDB0002586
135	142.0876	6695.999084	C7H13NO2	-H(-)	E)-(Trimethylammonio)but-en...	5038	7163	4328	4604.5	7470.5	9446	6241.5	5760.5	5890.5	8074	HMDB0062225	HMDB0062225
1030	481.0809	11600.13198	C21H22O11S	-H(-)	E)-methylbut-enoyl]oxy}-oxo...	11692.5	10660	12703	10466	14471	18757.5	12777	13805.5	13908.5	12684	CHEBI:85803	CHEBI:85803
435	227.0025	94507.50498	C9H8O5S	-H(-)	E)-oxoprop-en-yl]phenyl}oxi...	101586.5	91786	81877.5	85987.5	85097.5	97153	89916.5	94725	100497	109054.5	CHEBI:82913	CHEBI:82913
237	174.0052	10494.45728	C6H9NOS2	-H(-)	E)-Sulforaphene	9674	10137.5	5619.5	6297.5	7618	8309.5	19133	15675	10057	11873.5	HMDB0000532	HMDB0000532
1257	974.2899	8937.948994	C35H60N7O17P3S	-H(-)	E)-Tetradecenoyl-CoA	6014.5	3778.5	39083.5	23184.5	6017.5	6057	7278	5991.5	7795	7162.5	HMDB0124594	HMDB0124594
330	198.1131	7071.549618	C10H17NO3	-H(-)	Ecgonine methyl ester	6076.5	6306.5	5326	4578	6873	6363	6720	6766.5	6475.5	5907.5	CHEBI:88699	CHEBI:88699
131	141.0671	10854.50897	C6H10N2O2	-H(-)	Ectoine	11190.5	13907.5	8090	8053	9857.5	8717	14846.5	15813	10181.5	12650	CHEBI:72657	CHEBI:72657
634	291.0837	19239.889	C10H16N2O8	-H(-)	Edetic Acid	12716	13335	9240.5	12108.5	12971	12710	12574.5	13389.5	13323	13167	HMDB0125958	HMDB0125958
632	290.1397	11766.37991	C16H21NO4	-H(-)	Edulinine	12808	12684.5	9093.5	9303.5	11247	10450	12383.5	12975.5	11689.5	12246.5	HMDB0125227	HMDB0125227
683	307.2642	41172.92198	C20H36O2	-H(-)	Eicosadienoic acid	21557	28126	15833	28852	16610	19978.5	28613.5	31314.5	20390.5	26557	HMDB0137311	HMDB0137311
855	374.3421	3209758.774	C25H45NO	-H(-)	Eicosadienoyl)piperidine	4090984.5	10388810	2458267.5	3492871.5	3995548	2871234.5	5428247.5	4054239	3607312	4430074	CHEBI:83775	CHEBI:83775
663	301.2174	43116.92674	C20H30O2	-H(-)	Eicosapentaenoic acid	27192	33200.5	17373.5	19821	26880	27426.5	31957	28743.5	24325	26932	HMDB0094599	HMDB0094599
676	305.2478	106523.9111	C20H34O2	-H(-)	Eicosatrienoic acid	87865	112831	55269.5	93869	70719.5	76855	95222	101515.5	78344.5	91622	HMDB0062364	HMDB0062364
872	383.0976	16974.78347	C17H20O10	-H(-)	Eleutheroside B1	15807	20589	8959	7291.5	13860.5	19109.5	16216	67690	16157	14694	CHEBI:78646	CHEBI:78646
1093	550.2437	6955.225601	C31H37NO8	-H(-)	Endoxifen O-glucuronide	6625.5	5724	4422.5	5646	5560.5	5225	6534.5	6334	7126	5690.5	HMDB0060754	HMDB0060754
688	309.2069	24366.47514	C18H30O4	-H(-)	Ep-KODE	19614	20763	12999.5	14353.5	17594.5	19172.5	23133	22562	21223	19602	C05949	C05949
842	368.1617	28255.41383	C20H23N3O4	-H(-)	Epanolol	7111	8234.5	7239	7029	10446	8128.5	9472.5	10314	10611	10527.5	C04574	C04574
852	373.1858	18640.41103	C18H30O8	-H(-)	Epi-isocucurbic acid hexoside	16318	27158.5	11746.5	15329	16569	17640	20240	18245.5	17960	19504.5	C16966	C16966
626	289.0721	14819.47567	C15H14O6	-H(-)	Epicatechin	14455.5	14736.5	11169	11731	14667.5	12394	14808.5	15713	15163.5	14745	HMDB0013633	HMDB0013633
1122	593.1291	10984.48029	C30H26O13	-H(-)	Epicatechin-(4>8)-gallocate...	8870.5	9342.5	7756	8110.5	11643	8243.5	8801.5	9870	7932	9531.5	HMDB0060754	HMDB0060754
932	413.1971	189997.6304	C24H30O6	-H(-)	Eplerenone	68337.5	106302	76898	79945.5	66261	57361.5	74057	63298.5	81003	70290.5	C00869	C00869
880	387.2019	12983.79304	C19H32O8	-H(-)	Epoxy-7E-megastigmene-9e-di...	11008	10311.5	7435	8398.5	10155.5	10464.5	13868.5	10658	13545.5	11220.5	HMDB0032870	HMDB0032870
